cve_id,cwe_id,repo_url,fc_hash,vcc_hash
CVE-2012-0036,CWE-89,https://github.com/bagder/curl,75ca568fa1c19de4c5358fed246686de8467c238,"['6c6dc3f879718492c4902113815aac95cbbebfd8', '30c9799f72f3275f806a296e1100ad04c942706c', '4d17d6876e4b2f08380812c4ec113073b0a14639', '04cfef24a113e1477ccfafa633c468f0055a42c5', '6a7e53a7c7fa468d25adc5d6bda9b6bf6c1abc8c', '507d58435a518e23477c6cd6f655c122bde8b4ac', '5a4b43848ac21b3d831f00ce11136e20f820f0a0', '7b4b166718cb01b170668e916d0bad09518eacc1', 'cce81a7f4508fb7b80d20432341bc265f145f26c', 'ae1912cb0d494b48d514d937826c9fe83ec96c4d', 'ec3bb8f727405642a471b4b1b9eb0118fc003104']"
CVE-2012-0863,CWE-310,https://github.com/mumble-voip/mumble,5632c35d6759f5e13a7dfe78e4ee6403ff6a8e3e,['fa3529fb088f7d25d109da4ee0784ad08886383f']
CVE-2011-3637,CWE-476,https://github.com/torvalds/linux,76597cd31470fa130784c78fadb4dab2e624a723,['a6198797cc3fd659b2d81cdf6bb6b9bba9cd93e9']
CVE-2011-4097,CWE-190,https://github.com/torvalds/linux,56c6a8a4aadca809e04276eabe5552935c51387f,[]
CVE-2011-4112,NVD-CWE-noinfo,https://github.com/torvalds/linux,550fd08c2cebad61c548def135f67aba284c6162,"['93f154b594fe47e4a7e5358b309add449a046cd3', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2', '181470fcf3f8ecc16625bc45a5f6f678e57bfb22', '30295c8936f3a426985e99bebb17d72bd7847910', '587e729ecff959482d25c73278a1fbadbc6a54fe', 'e36b9d16c6a6d0f59803b3ef04ff3c22c3844c10', 'e314dbdc1c0dc6a548ecf0afce28ecfd538ff568']"
CVE-2011-4326,CWE-399,https://github.com/torvalds/linux,a9cf73ea7ff78f52662c8658d93c226effbbedde,['ba73542585a4a3c8a708f502e62e6e63dd74b66c']
CVE-2011-4594,CWE-476,https://github.com/torvalds/linux,bc909d9ddbf7778371e36a651d6e4194b1cc7d4c,['c71d8ebe7a4496fb7231151cb70a6baa0cb56f9a']
CVE-2011-4611,CWE-189,https://github.com/torvalds/linux,0837e3242c73566fc1c0196b4ec61779c25ffc93,['4574910e5087085a1f330ff8373cee4503f5c77c']
CVE-2011-4621,CWE-835,https://github.com/torvalds/linux,f26f9aff6aaf67e9a430d16c266f91b13a5bff64,"['a64692a3afd85fe048551ab89142fd5ca99a0dbd', '305e6835e05513406fa12820e40e4a8ecb63743c', 'aa483808516ca5cacfa0e5849691f64fec25828e', '1e5a74059f9059d330744eac84873b1b99657008', '1e819950660e6a811b549422ffb652273257e45e']"
CVE-2012-0038,CWE-190,https://github.com/torvalds/linux,093019cf1b18dd31b2c3b77acce4e000e2cbc9ce,['ef14f0c1578dce4b688726eb2603e50b62d6665a']
CVE-2012-0038,CWE-190,https://github.com/torvalds/linux,fa8b18edd752a8b4e9d1ee2cd615b82c93cf8bba,[]
CVE-2012-0044,CWE-190,https://github.com/torvalds/linux,a5cd335165e31db9dbab636fd29895d41da55dd2,[]
CVE-2012-0058,CWE-400,https://github.com/torvalds/linux,802f43594d6e4d2ac61086d239153c17873a0428,[]
CVE-2012-0207,CWE-369,https://github.com/torvalds/linux,25c413ad0029ea86008234be28aee33456e53e5b,[]
CVE-2012-0207,CWE-369,https://github.com/torvalds/linux,a8c1f65c79cbbb2f7da782d4c9d15639a9b94b27,[]
CVE-2012-0879,CWE-400,https://github.com/torvalds/linux,61cc74fbb87af6aa551a06a370590c9bc07e29d9,['86db1e29772372155db08ff48a9ceb76e11a2ad1']
CVE-2012-0879,CWE-400,https://github.com/torvalds/linux,b69f2292063d2caf37ca9aec7d63ded203701bf3,"['fd0928df98b9578be8a786ac0cb78a47a5e17a20', 'afc847b7ddcf636e524cf5b0de644bd3a9419a8c', '86db1e29772372155db08ff48a9ceb76e11a2ad1', 'da9cbc87395308a21465bd25441297bbba0477e1']"
CVE-2012-1090,CWE-20,https://github.com/torvalds/linux,88d7d4e4a439f32acc56a6d860e415ee71d3df08,[]
CVE-2012-1097,CWE-476,https://github.com/torvalds/linux,c8e252586f8d5de906385d8cf6385fee289a825e,"['5bde4d181793be84351bc21c256d8c71cfcd313a', '4206d3aa1978e44f58bfa4e1c9d8d35cbf19c187']"
CVE-2012-1146,CWE-476,https://github.com/torvalds/linux,371528caec553785c37f73fa3926ea0de84f986f,[]
CVE-2012-1179,CWE-264,https://github.com/torvalds/linux,4a1d704194a441bf83c636004a479e01360ec850,[]
CVE-2012-1601,CWE-399,https://github.com/torvalds/linux,9c895160d25a76c21b65bad141b08e8d4f99afef,[]
CVE-2012-2121,CWE-264,https://github.com/torvalds/linux,09ca8e1173bcb12e2a449698c9ae3b86a8a10195,[]
CVE-2012-2123,CWE-264,https://github.com/torvalds/linux,d52fc5dde171f030170a6cb78034d166b13c9445,['b5f22a59c0356655a501190959db9f7f5dd07e3f']
CVE-2012-2319,CWE-264,https://github.com/torvalds/linux,6f24f892871acc47b40dd594c63606a17c714f77,[]
CVE-2011-2517,CWE-119,https://github.com/torvalds/linux,208c72f4fe44fe09577e7975ba0e7fa0278f3d03,"['807f8a8c300435d5483e8d78df9dcdbc27333166', '2a5193119269062608582418deba7af82844159a']"
CVE-2011-2518,CWE-20,https://github.com/torvalds/linux,4e78c724d47e2342aa8fde61f6b8536f662f795f,['2106ccd972dcd9fda7df9b181505fac1741b3508']
CVE-2011-2521,CWE-189,https://github.com/torvalds/linux,fc66c5210ec2539e800e87d7b3a985323c7be96e,['73d6e52206a20354738418625cedc244cbfd5023']
CVE-2011-2707,CWE-200,https://github.com/torvalds/linux,0d0138ebe24b94065580bd2601f8bb7eb6152f56,['c658eac628aa8df040dfe614556d95e6da3a9ffb']
CVE-2011-2898,CWE-200,https://github.com/torvalds/linux,13fcb7bd322164c67926ffe272846d4860196dc6,[]
CVE-2011-2906,CWE-400,https://github.com/torvalds/linux,b5b515445f4f5a905c5dd27e6e682868ccd6c09d,[]
CVE-2011-3188,NVD-CWE-Other,https://github.com/torvalds/linux,6e5714eaf77d79ae1c8b47e3e040ff5411b717ec,"['417b43d4b728619e9bcc2da4fa246a6350d46667', '87c48fa3b4630905f98268dde838ee43626a060c', '8a0a9bd4db63bc45e3017bedeafbd88d0eb84d02', '9f593653742d1dd816c4e94c6e5154a57ccba6d1', '90b75ee54666fe615ebcacfc8d8540b80afdedd5', 'c4365c9235f80128c3c3d5993074173941b1c1f0', 'b09b845ca6724c3bbdc00c0cb2313258c7189ca9', '3df80d9320bcaea72b1b4761a319c79cb3fdaf5f', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2', '6dd10a62353a50b30b30e0c18653650975b29c71', '7d533f941856d7d192bfec28581e130dda9c6688', '65f27f38446e1976cc98fd3004b110fedcddd189', 'd7f7365f5776723da6df73540d855069c2daaa5c']"
CVE-2011-3188,NVD-CWE-Other,https://github.com/torvalds/linux,bc0b96b54a21246e377122d54569eef71cec535f,['1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']
CVE-2011-3191,CWE-119,https://github.com/torvalds/linux,9438fabb73eb48055b58b89fc51e0bc4db22fabd,['1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']
CVE-2011-3353,CWE-120,https://github.com/torvalds/linux,c2183d1e9b3f313dd8ba2b1b0197c8d9fb86a7ae,[]
CVE-2011-3359,CWE-119,https://github.com/torvalds/linux,c85ce65ecac078ab1a1835c87c4a6319cf74660a,['e4d6b7951812d98417feb10784e400e253caf633']
CVE-2011-3363,CWE-20,https://github.com/torvalds/linux,70945643722ffeac779d2529a348f99567fa5c33,['1bfe73c258addc388b90fe8c2c6bbc0f0c9c10dd']
CVE-2011-4080,CWE-264,https://github.com/torvalds/linux,bfdc0b497faa82a0ba2f9dddcf109231dd519fcc,['455cd5ab305c90ffc422dd2e0fb634730942b257']
CVE-2011-4081,CWE-476,https://github.com/torvalds/linux,7ed47b7d142ec99ad6880bbbec51e9f12b3af74c,[]
CVE-2012-1013,NVD-CWE-Other,https://github.com/krb5/krb5,c5be6209311d4a8f10fda37d0d3f876c1b33b77b,['f6b381170552b311793a593e10e2108a10b0397b']
CVE-2011-1759,CWE-189,https://github.com/torvalds/linux,0f22072ab50cac7983f9660d33974b45184da4f9,['687ad0191488a067b3b3cc94f670cc21f93811e1']
CVE-2011-1767,NVD-CWE-Other,https://github.com/torvalds/linux,c2892f02712e9516d72841d5c019ed6916329794,"['c19e654ddbe3831252f61e76a74d661e1a755530', 'cfb8fbf2299d0e028ac59afd5b8c94ebe53d0859', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']"
CVE-2011-1768,CWE-362,https://github.com/torvalds/linux,d5aa407f59f5b83d2c50ec88f5bf56d40f1f8978,"['ac31cd3cbadc45d6ed2a0ae5d116918b15bb6c22', 'a922ba5510530ae8e3c60edc85c56f72347a3c86', '73d605d1abbd70ef67b7660cf2ff177259960756', '10dc4c7bb70533d16184aaaa69e137a7d2b9a3a8', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2', '86de8a631e90a96d136ffd877719471a0b8d8b6d', 'e924960dacdf85d118a98c7262edf2f99c3015cf', '13eeb8e92c95ca8a1c044e3692246f884be826ee', 'cd3dbc194d6784624f21acbc622a75c92378ba5a', 'c4d3efafcc933fd2ffd169d7dc4f980393a13796', '20c2df83d25c6a95affe6157a4c9cac4cf5ffaac', 'c0d56408e3ff52d635441e0f08d12164a63728cf', '5ce1bbb97bf1e6707102d30499e7feaa1e6a2134', 'a1664773907a2b69e2a3019598dcbeffa6bc724b', 'c73cb5a2d607b5b95a06a54d8291ddb659b348b6']"
CVE-2011-1927,NVD-CWE-Other,https://github.com/torvalds/linux,64f3b9e203bd06855072e295557dca1485a2ecba,['e9017b55189355e9e6569990a18919e83f35bccb']
CVE-2011-2182,CWE-119,https://github.com/torvalds/linux,cae13fe4cc3f24820ffb990c09110626837e85d4,['1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']
CVE-2011-2183,CWE-362,https://github.com/torvalds/linux,2b472611a32a72f4a118c069c2d62a1a3f087afd,['31dbd01f314364b70c2e026a5793a29a4da8a9dc']
CVE-2011-2493,NVD-CWE-Other,https://github.com/torvalds/linux,0449641130f5652b344ef6fa39fa019d7e94660a,"['66e61a9e9504f61b9a928c9055368c81da613a50', 'ac27a0ec112a089f1a5102bc8dffc79c8c815571']"
CVE-2011-2494,CWE-200,https://github.com/torvalds/linux,1a51410abe7d0ee4b1d112780f46df87d3621043,[]
CVE-2011-2495,CWE-264,https://github.com/torvalds/linux,1d1221f375c94ef961ba8574ac4f85c8870ddd51,['631f9c1868b970197747c80fc5168ad7d9fd5d53']
CVE-2011-2496,CWE-189,https://github.com/torvalds/linux,982134ba62618c2d69fbbbd166d0a11ee3b7e3d8,['54f5de709984bae0d31d823ff03de755f9dcac54']
CVE-2012-2313,CWE-264,https://github.com/torvalds/linux,1bb57e940e1958e40d51f2078f50c3a96a9b2d75,"['0ca5f319f4bef00d31a21614345ecd5ea0ca8afd', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']"
CVE-2012-2375,CWE-189,https://github.com/torvalds/linux,20e0fa98b751facf9a1101edaefbc19c82616a68,['bf118a342f10dafe44b14451a1392c3254629a1f']
CVE-2012-2383,CWE-189,https://github.com/torvalds/linux,ed8cd3b2cd61004cab85380c52b1817aca1ca49b,['54cf91dc4e51fd5070a9a2346377493cc38a1ca9']
CVE-2012-2384,CWE-189,https://github.com/torvalds/linux,44afb3a04391a74309d16180d1e4f8386fdfa745,[]
CVE-2012-2390,CWE-399,https://github.com/torvalds/linux,c50ac050811d6485616a193eb0f37bfbd191cc89,"['e4e574b767ba63101cfda2b42d72f38546319297', 'a43a8c39bbb493c9e93f6764b350de2e33e18e92', '84afd99b8398c9d73af8238aa3cd835858e3097a', '90d8b7e6129e8f4e5b3bc1a2cfbe585372ce8646', '90481622d75715bfcb68501280a917dbfe516029']"
CVE-2012-1583,CWE-399,https://github.com/torvalds/linux,d0772b70faaf8e9f2013b6c4273d94d5eac8047a,['d2acc3479cbccd5cfbca6c787be713ef1de12ec6']
CVE-2012-0037,CWE-611,https://github.com/dajobe/raptor,a676f235309a59d4aa78eeffd2574ae5d341fcb0,"['24a758c182febd884b25e819ae3131e8f0b20d91', '26ea320538f39f689433147e191e122ab18e6fe8', '13501024f21c52342c250866ead3e41eb521035c', '03a0137fabc8dea0201aed99aad01acfad48bce6', '675ce17ce6fdea9b6c2d9bb8d59d6beac834255f', '359a56a5774dbde8d7a773c4c60aaed53abecc8c', '4b81fd633d75ffafcdc60fee6c9b31d938998ed0', 'c5f66622c7c94f1ef95e8983843e73d85f01726e']"
CVE-2010-4648,NVD-CWE-noinfo,https://github.com/torvalds/linux,0a54917c3fc295cb61f3fb52373c173fd3b69f48,['cb1576a829826d56fab59e22aa3af8c5a7db9936']
CVE-2010-4650,CWE-119,https://github.com/torvalds/linux,7572777eef78ebdee1ecb7c258c0ef94d35bad16,[]
CVE-2011-0006,CWE-264,https://github.com/torvalds/linux,867c20265459d30a01b021a9c1e81fb4c5832aa9,['4af4662fa4a9dc62289c580337ae2506339c4729']
CVE-2011-0716,CWE-399,https://github.com/torvalds/linux,6b0d6a9b4296fa16a28d10d416db7a770fc03287,['eb1d16414339a6e113d89e2cca2556005d7ce919']
CVE-2011-1021,CWE-264,https://github.com/torvalds/linux,526b4af47f44148c9d665e57723ed9f86634c6e3,"['a25ee9200eef07377e1703697afbb5d81f89e500', 'ed3aada1bf34c5a9e98af167f125f8a740fc726a', 'aecad432fd68dafa5b3b497c4816fbfce6fd4066', '2949ad50711cc161721cf788711722eeeca33764', '6038f373a3dc1f1c26496e60b6c40b164716f07e']"
CVE-2011-1023,NVD-CWE-Other,https://github.com/torvalds/linux,6094628bfd94323fc1cea05ec2c6affd98c18f7f,"['13796bf9edc9d2008cfaa3ebea89312ced0d44a9', '77dd550e5547846604ff6f90c4dc6bba4414e485', '2e7b3b994529d4760231a45a6b88950187bda877']"
CVE-2011-1078,CWE-200,https://github.com/torvalds/linux,c4c896e1471aec3b004a693c689f60be3b17ac86,[]
CVE-2011-1079,CWE-20,https://github.com/torvalds/linux,43629f8f5ea32a998d06d1bb41eefa0e821ff573,[]
CVE-2011-1080,CWE-20,https://github.com/torvalds/linux,d846f71195d57b0bbb143382647c2c6638b04c5a,[]
CVE-2011-1160,CWE-200,https://github.com/torvalds/linux,1309d7afbed112f0e8e90be9af975550caa0076b,['1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']
CVE-2011-1476,CWE-189,https://github.com/torvalds/linux,b769f49463711205d57286e64cf535ed4daf59e9,['1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']
CVE-2011-1477,CWE-119,https://github.com/torvalds/linux,4d00135a680727f6c3be78f8befaac009030e4df,['1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']
CVE-2011-1479,CWE-399,https://github.com/torvalds/linux,d0de4dc584ec6aa3b26fffea320a8457827768fc,"['2d9048e201bfb67ba21f05e647b1286b8a4a5667', 'a2ae4cc9a16e211c8a128ba10d22a85431f093ab', 'c44dcc56d2b5c79ba3063d20f76e5347e2e418f6', 'bdae997f44535ac4ebe1e055ffe59eeee946f453', 'da9592edebceeba1b9301beafe80ec8b9c2db0ce', '63c882a05416e18de6fb59f7dd6da48f3bbe8273', '825f9692fbe417b9fb529477056ba72022847038']"
CVE-2011-4324,NVD-CWE-noinfo,https://github.com/torvalds/linux,dc0b027dfadfcb8a5504f7d8052754bf8d501ab9,"['343104308a33c4f1e23c8e841ede95e97b870842', 'd530838bfa507d67b40d13b00d9cbd7a46a47e78', '2ced46c27058710a6d731d6eca77f1dd14ccde75', 'a49c3c7736a2e77931dabc5bc4a83fb4b2da013e', '45328c354e8ae16b67cb3adb72ab57459f9e5fd6', '9e33bed55239bdcee1746c31a11177d239bac1b5', '003707c7225dbd4bf879b6c204743554de0a08d6', 'ad389da79f7bf9dc12dbc79c9c2740f9ed2f13d1', 'aac00a8d0a53097063da532cbdf0b8775a4dcd53', '4a35bd41aff5714deb41c8f14766df3871e2e8f7', '6f220ed5a84d87645a84ae22105dc565f3f248b5', '1b45c46cf75d9c48eb611d5cc41607ac1f046606', '6ee412689027dc7954453aed392ab5c7599c0f73', '4ce79717ce32a9f88c1ddce4b9658556cb59d37a', 'e56e0b78eb1097a8e06512b9ed4be94d7538e7ac', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2', '864472e9b8fa76ffaad17dfcb84d79e16df6828c', 'e761692381f294ea079d2e869fcd7c0afc79e394', '4cecb76ff86db46d2823550256c828b6597f418e']"
CVE-2011-4914,CWE-20,https://github.com/torvalds/linux,e0bccd315db0c2f919e7fcf9cb60db21d9986f52,"['95b7d924a589dbefc7ae2ea6c7144b86b75d6a47', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2', 'be20250c13f88375345ad99950190685eda51eb8']"
CVE-2012-0028,CWE-264,https://github.com/torvalds/linux,8141c7f3e7aee618312fa1c15109e1219de784a7,"['0771dfefc9e538f077d0b43b6dec19a5a67d0e70', '34f192c6527f20c47ccec239e7d51a27691b93fc', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']"
CVE-2012-2127,CWE-119,https://github.com/torvalds/linux,905ad269c55fc62bee3da29f7b1d1efeba8aa1e1,"['52e9fc76d0d4b1e8adeee736172c6c23180059b2', '6f4e643353aea52d80f33960bd88954a7c074f0f']"
CVE-2012-2385,CWE-399,https://github.com/keithw/mosh,9791768705528e911bfca6c4d8aa88139035060e,['82a18ce978e8c3f3b1aed0e7554d6f9f797da19c']
CVE-2011-4086,CWE-119,https://github.com/torvalds/linux,15291164b22a357cb211b618adfef4fa82fc0de3,['470decc613ab2048b619a01028072d932d9086ee']
CVE-2011-4127,CWE-264,https://github.com/torvalds/linux,0bfc96cb77224736dfa35c3c555d37b3646ef35e,"['577ebb374c78314ac4617242f509e2f5e7156649', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']"
CVE-2011-4127,CWE-264,https://github.com/torvalds/linux,ec8013beddd717d1740cfefb1a9b900deef85462,"['3407ef5262b55ca5d7139d2b555ef792fe531eec', '9af4aa30b713a58e5952045f52c41a6e3baa2fdc', '633a08b81206122469365b4c72eaeb71f04f2cb4']"
CVE-2012-0045,NVD-CWE-Other,https://github.com/torvalds/linux,c2226fc9e87ba3da060e47333657cd6616652b84,[]
CVE-2012-2100,CWE-189,https://github.com/torvalds/linux,d50f2ab6f050311dbf7b8f5501b25f0bf64a439b,"['503358ae01b70ce6909d19dd01287093f6b6271c', '772cb7c83ba256a11c7bf99a11bef3858d23767c']"
CVE-2012-1571,CWE-119,https://github.com/glensc/file,1859fdb4e67c49c463c4e0078054335cd46ba295,"['582c133173e8fbc8ff25a6181a5dbe57a62d5242', '0a816876ee786a1fa5ba3dc09886fa44319d6a31', 'a1b0f6a231a67e899b97a0f2a7fd2f2238f706a0', '537dc488d3412f3b2b27b3ee79478ee40e4762c5']"
CVE-2012-1571,CWE-119,https://github.com/glensc/file,1aec04dbf8a24b8a6ba64c4f74efa0628e36db0b,"['52c049c8d7e5058b2e16a598058381fdc9e38e37', '1140872578eedaeecf828f1841d17ff574372dba', '901672189f6d1d1251df84d945bb3cd9c210a066', '52a83d5602e8ef7ba7c065a926a6e8a0d2cb94f8']"
CVE-2012-2673,CWE-189,https://github.com/ivmai/bdwgc,83231d0ab5ed60015797c3d1ad9056295ac3b2bb,['6a93f8e5bcad22137f41b6c60a1c7384baaec2b3']
CVE-2012-2673,CWE-189,https://github.com/ivmai/bdwgc,be9df82919960214ee4b9d3313523bff44fd99e1,"['089667c19cde23eb5988778411ff28e186465d16', 'e637f6ab757ec031eefc2e07af254a4198f5da7a', 'e35a4171fe47dfbf847e08988ea6cec4dfc8d124', '9f27ae7aee7a12b3c99d0ce7dc4c7384e3189fa2', '7fd4efa1d0dbab63e6d9bddd1d72fa4aafc8ad52']"
CVE-2012-2675,CWE-189,https://github.com/ned14/nedmalloc,1a759756639ab7543b650a10c2d77a0ffc7a2000,['d8806bc8b3cac79429ad9effd459c59a7e2f5a58']
CVE-2012-2675,CWE-189,https://github.com/ned14/nedmalloc,2965eca30c408c13473c4146a9d47d547d288db1,['730494dc33d8b7802f1cd1ae83d0a7073baf9874']
CVE-2012-1910,NVD-CWE-Other,https://github.com/bitcoin/bitcoin,8864019f6d88b13d3442843d9e6ebeb8dd938831,"['6853e627f12de21b38a178def14c067435517d96', 'f18a119ac057a3256efffb3ec7d131949ccf48d3']"
CVE-2012-2136,CWE-20,https://github.com/torvalds/linux,cc9b17ad29ecaa20bfe426a8d4dbfb94b13ff1cc,['1da177e4c3f41524e886b7f1b8a0c1fc7321cac2']
CVE-2012-2373,CWE-362,https://github.com/torvalds/linux,26c191788f18129af0eb32a358cdaea0c7479626,"['3dc494e86d1c93afd4c66385f270899dbfae483d', '1da177e4c3f41524e886b7f1b8a0c1fc7321cac2', '1a5a9906d4e8d1976b701f889d8f35d54b928f25']"
CVE-2012-2744,NVD-CWE-Other,https://github.com/torvalds/linux,9e2dcf72023d1447f09c47d77c99b0c49659e5ce,"['9fb9cbb1082d6b31fb45aa1a14432449a0df6cf1', '0d53778e81ac7af266dac8a20cc328328c327112']"
CVE-2012-2745,CWE-119,https://github.com/torvalds/linux,79549c6dfda0603dba9a70a53467ce62d9335c33,['d84f4f992cbd76e8f39c488cf0c5d123843923b1']
CVE-2012-3525,CWE-20,https://github.com/Jabberd2/jabberd2,aabcffae560d5fd00cd1d2ffce5d760353cf0a4d,['4e058ee0b010abd2eab53f5ddd13ba5dca2c354a']
CVE-2012-1176,CWE-119,https://github.com/pediapress/pyfribidi,d2860c655357975e7b32d84e6b45e98f0dcecd7a,"['512b90684ba5a5f7929fa85ff5653bd8e2045004', '0a5e0472d22898771d8ff874f0f6c3637cd3f7b6', 'e82483b55c26b0135022b25ab718c0e9fa048665', 'f641681d830f4b7961d9fc7284ccad69fa27906d', '904dead1ca930dc35f1f35dcfc7c8472d2315d7c']"
CVE-2012-1107,NVD-CWE-noinfo,https://github.com/taglib/taglib,77d61c6eca4d08b9b025738acf6b926cc750db23,['ab1bc0617211586351e30bac10fd3e41e363b3ab']
