commit_id,lines_added,lines_removed,lines_modified,lines_changed,files_changed,commit_role,project,dataset_source,cve_id
362c17e6563808ef48655e5ddf59a35b6497b8b2,1,0,3,4,1,VIC,FFmpeg,ICVul,CVE-2016-10190
a59808dd57f81d1cfaa76e2624a66825e63324ea,197,0,0,197,2,VIC,FFmpeg,ICVul,CVE-2017-14222
9fd6b8436008100699537c76e28c21a01e58cf4c,1215,0,1,1216,6,VIC,FFmpeg,ICVul,CVE-2017-11665
23ccf3cabb4baf6e8af4b1af3fcc59c904736f21,28,0,1,29,1,VFC,FFmpeg,ICVul,CVE-2019-9718
88f29406b7ae3e01d7403a76ffadc47f1354b568,0,0,1,1,1,VIC,FFmpeg,ICVul,CVE-2022-3341
c24bcb553650b91e9eff15ef6e54ca73de2453b7,3,0,1,4,1,VFC,FFmpeg,ICVul,CVE-2017-14171
e8a63b4763bf8f10b00a83fe993b2bfdfe4f0545,6,503,31,540,5,VIC,FFmpeg,ICVul,CVE-2024-22860
bc5c918ea8757514de0ec0327066251a2f1ec23f,0,4,204,208,36,VIC,FFmpeg,ICVul,CVE-2016-10190
2960576378d17d71cc8dccc926352ce568b5eec1,2,0,1,3,1,VFC,FFmpeg,ICVul,CVE-2013-4264
221e21b70d4923ab0adb08a08ade15da68e265fb,91,0,6,97,1,VIC,FFmpeg,ICVul,CVE-2016-3062
7ac5067146613997bb38442cb022d7f41321a706,3,0,0,3,1,VFC,FFmpeg,ICVul,CVE-2017-9995
7e350379f87e7f74420b4813170fe808e2313911,314,185,747,1246,58,VIC,FFmpeg,ICVul,CVE-2013-4263
d06aae732c16bd4c490c6dfa35cc2a35129c640f,718,0,2,720,3,VIC,FFmpeg,ICVul,CVE-2020-35964
e371f031b942d73e02c090170975561fabd5c264,0,0,3,3,1,VFC,FFmpeg,ICVul,CVE-2017-7866
10d059bb24eb88157e071a3db102ddd8f4937a00,1,4,33,38,4,VIC,FFmpeg,ICVul,CVE-2021-38114
4565747056a11356210ed8edcecb920105e40b60,12,0,5,17,1,VFC,FFmpeg,ICVul,CVE-2023-47470
35127bf156df09ebf43f1ad7ea236653f7ba7707,2,5,4,11,1,VIC,FFmpeg,ICVul,CVE-2016-10190
a3a3730b5456ca00587455004d40c047f7b20a99,3,0,0,3,1,VFC,FFmpeg,ICVul,CVE-2020-12284
d227ed5d598340e719eff7156b1aa0a4469e9a6a,6,0,0,6,1,VFC,FFmpeg,ICVul,CVE-2019-11339
a568a84edf4780a5a136d8e4f07448ea3a2a5c97,5,0,5,10,1,VIC,FFmpeg,ICVul,CVE-2020-35965
2c541554076cc8a72e7145d4da30389ca763f32f,604,160,1558,2322,34,VIC,FFmpeg,ICVul,CVE-2015-3417
a60e66516233f3c84545d90d8cfd64c1cb9f0a8d,51,0,7,58,1,VIC,FFmpeg,ICVul,CVE-2017-9608
b7effd4e8338f6ed5bda630ad7ed0809bf458648,45,0,1778,1823,107,VIC,FFmpeg,ICVul,CVE-2018-1999012
7b0d75fc400e97e8aae7c5b02f3b3294e25db09a,0,2,2,4,1,VIC,FFmpeg,ICVul,CVE-2022-3341
ca334dd14b957c4af7fcab5e97b6ed675c97caad,4094,3865,236,8195,13,VIC,FFmpeg,ICVul,CVE-2018-12458
be1e1373d267bae2af8a62d79eef736736f24565,1,0,2,3,1,VIC,FFmpeg,ICVul,CVE-2018-15822
2d66a58ccde05e764594bd7e5f0f9244634d0b2c,837,0,2,839,6,VIC,FFmpeg,ICVul,CVE-2013-4264
6ef14e5753e8d096c9f58ecc45ccdb6ad1d3e436,111,0,0,111,1,VIC,FFmpeg,ICVul,CVE-2018-1999010
78e9852a2e3b198ecd69ffa0deab3fa22a8e5378,4,0,0,4,1,VIC,FFmpeg,ICVul,CVE-2013-7009
721719dd0c0321b47500fa49b649c78422e910aa,6,0,5,11,1,VIC,FFmpeg,ICVul,CVE-2021-38114
84465f2180308a3e998089517e76586563fd6162,104,2,2,108,2,VIC,FFmpeg,ICVul,CVE-2020-13904
4fabb60ddbd71f3c40a3607eeabf0fdba449fd18,26,0,14,40,1,VIC,FFmpeg,ICVul,CVE-2017-14171
a7e032a277452366771951e29fd0bf2bd5c029f0,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2018-1999013
b1942734c7cbcdc9034034373abcc9ecb9644c47,4,0,15,19,1,VFC,FFmpeg,ICVul,CVE-2023-50007
52a213865670ae69c1852d4d04cf41f8929abbd0,8,0,3,11,1,VIC,FFmpeg,ICVul,CVE-2017-9993
07357cd93355d553dde698933a8176dd48b98344,3,0,2,5,1,VIC,FFmpeg,ICVul,CVE-2020-35964
513a431e073ab725eb85fe7021591da9ad27a55f,24,0,5,29,1,VIC,FFmpeg,ICVul,CVE-2020-13904
5e6fd132ff5611b8af2d3c7506f0328858fc3de1,193,0,0,193,3,VIC,FFmpeg,ICVul,CVE-2018-13302
fbc472da295e50c9bfa667f56a261e4d7acb1ccb,0,10,2,12,1,VIC,FFmpeg,ICVul,CVE-2013-4265
1d3c672d27d3beece88485e28f2286ec2df62e6e,11,6,18,35,1,VIC,FFmpeg,ICVul,CVE-2017-11399
9bd68dea2b7f4a79aa6c35b6193e3122c8ef2db7,6,0,4,10,1,VIC,FFmpeg,ICVul,CVE-2016-10190
04d14c9b68b03e8dbc6e3003c1ee06892dd32576,5385,5205,4,10594,8,VIC,FFmpeg,ICVul,CVE-2018-13305
c94f9e854228e0ea00e1de8769d8d3f7cab84a55,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2013-4265
1f686d023b95219db933394a7704ad9aa5f01cbb,1,0,0,1,1,VFC,FFmpeg,ICVul,CVE-2019-11339
716d413c13981da15323c7a3821860536eefdbbb,1,0,2492,2493,295,VIC,FFmpeg,ICVul,CVE-2017-7865
70c8c8a818f39bc262565ec29fae2baffb3e1660,4,0,0,4,1,VIC,FFmpeg,ICVul,CVE-2019-11338
278a923c51187d37445d88a6b21082036ec9568d,34,0,4,38,1,VIC,FFmpeg,ICVul,CVE-2013-7012
1bd6b0c9271846529912f64ae85f6942fd39e212,0,0,11,11,1,VIC,FFmpeg,ICVul,CVE-2018-15822
7347b44224d707f44a6f9a90b6a9e714b5d35b0d,0,5,171,176,2,VIC,FFmpeg,ICVul,CVE-2023-47470
daa290580dade36a69544a191e6983e920885c16,2,10,8,20,1,VIC,FFmpeg,ICVul,CVE-2017-14169
863ebe6f83de6e884a4b1870231678c9259f3c90,311,0,10,321,1,VIC,FFmpeg,ICVul,CVE-2018-15822
91861ce25c7f19c38afdb0f115bf90118fc19428,28,0,0,28,1,VIC,FFmpeg,ICVul,CVE-2018-1999010
f7c7fc13698abcdd35a919024cf9129e67fbcff0,9,0,2,11,1,VIC,FFmpeg,ICVul,CVE-2017-14058
afc9c683ed9db01edb357bc8c19edad4282b3a97,5,0,0,5,1,VFC,FFmpeg,ICVul,CVE-2017-14223
87ca1b8f7faee37905fec1e165adab45f80d490f,5,0,2,7,1,VIC,FFmpeg,ICVul,CVE-2017-11665
c1e439d7e9abab3cebdc937636393b1656e095d9,40,5,270,315,71,VIC,FFmpeg,ICVul,CVE-2020-35964
fbfbd97be25c4da0562ef61e2f27192d1ec4d276,0,0,1,1,1,VIC,FFmpeg,ICVul,CVE-2017-9990
9a33264478796fd790a3bdc182fb1dda65d0a9de,5,0,0,5,1,VIC,FFmpeg,ICVul,CVE-2017-11399
e67fdbffe588e6b5bc787457da9d5941657a0029,0,60,28,88,1,VIC,FFmpeg,ICVul,CVE-2013-4263
ffcc82219cef0928bed2d558b19ef6ea35634130,17,0,20,37,1,VFC,FFmpeg,ICVul,CVE-2017-11665
250b122e3ab12baeef4fb65c4d76df4fc506b899,5,1,16,22,1,VIC,FFmpeg,ICVul,CVE-2013-4263
6b67d7f05918f7a1ee8fc6ff21355d7e8736aa10,5,0,0,5,1,VFC,FFmpeg,ICVul,CVE-2018-15822
3664703780a3d882937c131e4104f8d21e71b738,23,0,4,27,1,VIC,FFmpeg,ICVul,CVE-2018-14394
9138f6da4a3ee0d11947b8593db6b6b05e53fbae,0,0,2,2,1,VIC,FFmpeg,ICVul,CVE-2013-4263
7ddb0607f31850ea4d4e87252c8835de63cc6845,275,0,8,283,1,VIC,FFmpeg,ICVul,CVE-2017-14170
84ad31ff180fa089cd6bfd93c246336a16036455,30,4,53,87,35,VIC,FFmpeg,ICVul,CVE-2022-3341
7990beedee02b24850a20de651ecce5a96048ab9,3,0,1,4,1,VIC,FFmpeg,ICVul,CVE-2016-10190
9cb4eb772839c5e1de2855d126bf74ff16d13382,7,0,0,7,1,VFC,FFmpeg,ICVul,CVE-2017-14222
27f8d386829689c346ff0cef00d3af57b9fb8903,1,0,2,3,1,VFC,FFmpeg,ICVul,CVE-2017-17081
a4e85b2e1c8d5b4bf0091157bbdeb0e457fb7b8f,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2017-14169
7560c264958877e790935aba77b50163157162ab,4,0,2,6,1,VIC,FFmpeg,ICVul,CVE-2017-14170
5616f85deb729d181e2a923b2c74371fae6e8398,0,8,29,37,1,VIC,FFmpeg,ICVul,CVE-2018-14394
81df787b53eb5c6433731f6eaaf7f2a94d8a8c80,52,27,54,133,1,VIC,FFmpeg,ICVul,CVE-2024-31585
ba5393a609c723ec8ab7f9727c10fef734c09278,0,0,73,73,3,VIC,FFmpeg,ICVul,CVE-2016-10191
78b21c1d7177e1d61ad3c9225f67699da089aa7c,6,0,5,11,1,VIC,FFmpeg,ICVul,CVE-2016-10190
b7d3dd907f51c1b86c5aad7e2ec4870da53e095e,1,0,151,152,2,VIC,FFmpeg,ICVul,CVE-2018-14394
611c574137e02b443ad7516b1737cf27f1e58cd1,0,78,128,206,1,VIC,FFmpeg,ICVul,CVE-2016-10192
2cab5784892c6ae47feb5f1a97445946b3404ac0,0,0,4,4,1,VIC,FFmpeg,ICVul,CVE-2017-11399
50332f8a6bc303b6147fe34a481a2c0b80ac12be,205,145,2,352,3,VIC,FFmpeg,ICVul,CVE-2019-9721
a6e14edde01bafbbe54f6f451efa718a48975b47,58,13,65,136,1,VIC,FFmpeg,ICVul,CVE-2016-10192
bf814387f42e9b0dea9d75c03db4723c88e7d962,4,0,13,17,1,VFC,FFmpeg,ICVul,CVE-2023-46407
8075c3d8bb1f6aade0cc7c5c40db9bc1bcd84cab,102,0,1,103,1,VIC,FFmpeg,ICVul,CVE-2016-10190
3819db745da2ac7fb3faacb116788c32f4753f34,3,3,1,7,1,VFC,FFmpeg,ICVul,CVE-2013-7009
5ae72f54532960cb9eae82a1c9e8d505106c022b,5,0,0,5,1,VIC,FFmpeg,ICVul,CVE-2013-7015
ba4beaf6149f7241c8bd85fe853318c2f6837ad0,2,0,3,5,1,VFC,FFmpeg,ICVul,CVE-2017-11399
f8d33a36170a2495a8e06e040317b144a770540c,2,8,14,24,1,VIC,FFmpeg,ICVul,CVE-2017-9993
2a05c8f813de6f2278827734bf8102291e7484aa,8,2,30,40,1,VFC,FFmpeg,ICVul,CVE-2016-10190
8df6884832ec413cf032dfaa45c23b1c7876670c,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2019-17539
abdbbe895838a55a404d54f7b26a4aca23d19577,0,0,2,2,1,VIC,FFmpeg,ICVul,CVE-2019-9718
6b5d3fb26fb4be48e4966e4b1d97c2165538d4ef,2,1,1,4,2,VFC,FFmpeg,ICVul,CVE-2017-9994
3383a53e7d0abb9639c3ea3481f0eda9dca61a26,76,0,76,152,23,VIC,FFmpeg,ICVul,CVE-2017-11665
0f13cd3187192ba0cc2b043430de6e279e7b97c3,561,37,248,846,4,VIC,FFmpeg,ICVul,CVE-2017-15672
63974bd494c679e898b394a3b46500eb2685e293,0,0,1,1,1,VIC,FFmpeg,ICVul,CVE-2016-10190
5937f0550304e39be64ce41cc936634f1db54e5d,6,0,2,8,1,VIC,FFmpeg,ICVul,CVE-2020-35964
e6d3fd942f772f54ab6a5ca619cdaadef26b7702,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2018-13300
8e41675e18682ee14a64acf6139d72d22ce669b6,5,0,1,6,1,VIC,FFmpeg,ICVul,CVE-2020-35964
71199ee9077da7d92a8728e2a694fb1ab31488a7,56,13,20,89,1,VIC,FFmpeg,ICVul,CVE-2021-38114
273f2755ce8635d42da3cde0eeba15b2e7842774,20,2,1,23,1,VFC,FFmpeg,ICVul,CVE-2019-9721
6df9d9b55d3f56ee7782639a7678eeeaf77f14ea,0,0,17,17,6,VIC,FFmpeg,ICVul,CVE-2017-14058
9807d3976be0e92e4ece3b4b1701be894cd7c2e1,4,0,0,4,1,VFC,FFmpeg,ICVul,CVE-2018-1999012
4373a25d94dba2cb361aa18e8d70806e1894df81,8,0,6,14,1,VIC,FFmpeg,ICVul,CVE-2017-14170
5a717094676a9c3a5bc67686cb369911922cdd82,132,0,1,133,3,VIC,FFmpeg,ICVul,CVE-2021-3566
2171dfae8c065878a2e130390eb78cf2947a5b69,3,0,0,3,1,VFC,FFmpeg,ICVul,CVE-2017-9995
8bb11c3ca77b52e05a9ed1496a65f8a76e6e2d8f,1,0,1,2,1,VFC,FFmpeg,ICVul,CVE-2013-7016
eb7e7e82e17b0353fbcfdee616cfe89e525eae53,0,3,23,26,1,VIC,FFmpeg,ICVul,CVE-2013-4263
dba13944f0a275a9fa15002a55983cc19146c46e,3,0,2,5,1,VIC,FFmpeg,ICVul,CVE-2018-1999012
02f909dc24b1f05cfbba75077c7707b905e63cd2,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2019-17542
e73325b971b37dd4741c49541c74cde0739dab8c,3,0,1,4,1,VIC,FFmpeg,ICVul,CVE-2017-9990
bd27a9364ca274ca97f1df6d984e88a0700fb235,2,2,3,7,3,VFC,FFmpeg,ICVul,CVE-2018-13304
549045254c4614d5d61b5c36e340171a6914d57c,19,1,99,119,55,VIC,FFmpeg,ICVul,CVE-2019-12730
f52fbf4f3ed02a7d872d8a102006f29b4421f360,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2017-9992
9cf652cef49d74afe3d454f27d49eb1a1394951e,8,0,4,12,1,VFC,FFmpeg,ICVul,CVE-2022-3341
2212808a72e6a9789836cfc4e9ed89f45291595e,15,10,94,119,4,VIC,FFmpeg,ICVul,CVE-2023-47470
5aba5b89d0b1d73164d3b81764828bb8b20ff32a,9,0,1,10,1,VFC,FFmpeg,ICVul,CVE-2018-1999015
a283db3962c07f9dfab87dc7553b61cbc4e6efb8,132,16,2,150,4,VIC,FFmpeg,ICVul,CVE-2021-38171
617475a95c70efc6fae7c037915851daea9145cc,6,1,2,9,1,VIC,FFmpeg,ICVul,CVE-2017-14058
e724bd1dd9efea3abb8586d6644ec07694afceae,9,0,0,9,1,VFC,FFmpeg,ICVul,CVE-2018-7557
117b432748ca87de4cd0f09d9b1495545e264733,20,0,1,21,3,VIC,FFmpeg,ICVul,CVE-2019-17539
35bbc1955a58ba74552c50d9161084644f00bbd3,273,31,4,308,3,VIC,FFmpeg,ICVul,CVE-2017-14054
cced03dd667a5df6df8fd40d8de0bff477ee02e8,8,0,18,26,1,VFC,FFmpeg,ICVul,CVE-2018-1999010
bf4a1f17ee9237b6efd4250cf894e274afc31a5f,1319,0,4,1323,8,VIC,FFmpeg,ICVul,CVE-2011-2161
d893253fcd93d11258e98857175e93be7d158708,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2017-15672
94e538aebbc9f9c529e8b1f2eda860cfb8c473b1,9,0,6,15,3,VFC,FFmpeg,ICVul,CVE-2017-16840
c0702ab8301844c1eb11dedb78a0bce79693dec7,0,16,1,17,1,VIC,FFmpeg,ICVul,CVE-2017-9993
c8dd048ab8cff815c9f4b16a62db0b74df011f0a,11016,0,1,11017,18,VIC,FFmpeg,ICVul,CVE-2019-11338
58cf31cee7a456057f337b3102a03206d833d5e8,1,0,2,3,1,VFC,FFmpeg,ICVul,CVE-2017-17081
b7ce3242f8000ad497a17c3288a59aa508cef31c,490,0,1,491,7,VIC,FFmpeg,ICVul,CVE-2020-35965
c4bfa098072ba338d83555d6e2199f7e1e64ffff,1473,0,10,1483,8,VIC,FFmpeg,ICVul,CVE-2017-9994
8bf3bf69ad7333bf0c45f4d2797fc2c61bc8922f,1,0,1,2,1,VIC,FFmpeg,ICVul,CVE-2016-10190
1812352d767ccf5431aa440123e2e260a4db2726,3,0,0,3,1,VFC,FFmpeg,ICVul,CVE-2020-12284
129edcb50facad324d80a1e28b6d4be05ce70ab7,3,0,3,6,1,VIC,FFmpeg,ICVul,CVE-2013-7012
22c0585a00d4adb8bbdccf1c0ac1122b651e5d63,0,0,1,1,1,VIC,FFmpeg,ICVul,CVE-2016-10190
105654e376a736d243aef4a1d121abebce912e6b,4,0,0,4,1,VIC,FFmpeg,ICVul,CVE-2017-7865
2b46ebdbff1d8dec7a3d8ea280a612b91a582869,1,0,1,2,1,VFC,FFmpeg,ICVul,CVE-2018-1999011
26a161a1664007a794de78ef4e7e4f4b3c0b7805,0,0,7,7,1,VIC,FFmpeg,ICVul,CVE-2019-17542
1e42736b95065c69a7481d0cf55247024f54b660,0,0,1,1,1,VFC,FFmpeg,ICVul,CVE-2017-9996
9deaec782810d098bca11c9332fab2d2f4c5fb78,43,49,79,171,15,VIC,FFmpeg,ICVul,CVE-2017-14223
0c0dd23fe1102313742092c4760596971755814e,2164,0,0,2164,5,VIC,FFmpeg,ICVul,CVE-2023-46407
f67f2681da5fe6a1a97674c6855e670fd089c34d,0,0,6,6,2,VIC,FFmpeg,ICVul,CVE-2013-7018
d14723861b271cfb53c42006ce7fc6832461db38,4,12,2,18,1,VIC,FFmpeg,ICVul,CVE-2022-3109
4ebd422c04849a21a6bb2128a715979e8067e6a6,1,0,0,1,1,VIC,FFmpeg,ICVul,CVE-2016-3062
b8667bccad2eec64e5dbf24fab16767f0f7ea234,3,0,1,4,1,VIC,FFmpeg,ICVul,CVE-2018-15822
7995ed8e69a78fae1da3a210c81d9c0a24f752d3,30,0,1,31,1,VIC,FFmpeg,ICVul,CVE-2016-10190
134271c232f6cb497fc66ae938008b11201be2ab,3,0,1,4,1,VIC,FFmpeg,ICVul,CVE-2017-14223
ecb4a895b29ac07c5a650956ca766ef14af978de,1,0,0,1,1,VIC,FFmpeg,ICVul,CVE-2016-10190
7f9ec5593e04827249e7aeb466da06a98a0d7329,2,0,2,4,1,VFC,FFmpeg,ICVul,CVE-2017-14057
384641468b60f40e9bf9b1f887abd5e3c3a9be1c,9,2,18,29,1,VIC,FFmpeg,ICVul,CVE-2013-4263
880c73cd76109697447fbfbaa8e5ee5683309446,4,0,0,4,1,VFC,FFmpeg,ICVul,CVE-2013-7015
780669ef7c23c00836a24921fcc6b03be2b8ca4a,5,0,0,5,1,VFC,FFmpeg,ICVul,CVE-2013-7012
40f88796c69ae453e5fc4b8cd6432fa0ca85b923,301,0,0,301,2,VIC,FFmpeg,ICVul,CVE-2017-14059
0eea212943544d40f99b05571aa7159d78667154,940,123,643,1706,63,VIC,FFmpeg,ICVul,CVE-2017-11399
296debd213bd6dce7647cedd34eb64e5b94cdc92,4,0,2,6,1,VFC,FFmpeg,ICVul,CVE-2017-11719
ed22dc22216f74c75ee7901f82649e1ff725ba50,6,0,0,6,1,VFC,FFmpeg,ICVul,CVE-2018-13302
039011b6b0c2bf8e7a5cfa46f7428db1c5b246ac,823,0,2,825,6,VIC,FFmpeg,ICVul,CVE-2017-9995
2aa9047486dbff12d9e040f917e5f799ed2fd78b,7,0,8,15,1,VIC,FFmpeg,ICVul,CVE-2018-13304
e07ac727c1cc9eed39e7f9117c97006f719864bd,0,0,2,2,1,VFC,FFmpeg,ICVul,CVE-2013-7022
a5d25faa3f4b18dac737fdb35d0dd68eb0dc2156,3,0,1,4,1,VFC,FFmpeg,ICVul,CVE-2016-10192
cd223e0b4e1371d12d6cbb36bb66afdc40fd6281,579,0,0,579,2,VIC,FFmpeg,ICVul,CVE-2020-13904
f173cdfe669556aa92857adafe60cbe5f2aa1210,4,0,0,4,1,VFC,FFmpeg,ICVul,CVE-2017-14170
611b35627488a8d0763e75c25ee0875c5b7987dd,2,0,5,7,1,VFC,FFmpeg,ICVul,CVE-2017-9608
c81a70638116eaf4251075475e5cbb600a33c5ec,2802,0,0,2802,10,VIC,FFmpeg,ICVul,CVE-2013-7017
da6a61606a1936a6ccceb6a4868247a19309c140,4,0,0,4,1,VIC,FFmpeg,ICVul,CVE-2019-11338
