commit_id,repo_url,project,label_type,commit_role,language,dataset_source,cve_id,cwe_id
cd731fcaf42e5f7078c9be643bfa0cee2ad53e8f,https://github.com/OISF/suricata,suricata,vulnerability,VFC,C,ICVul,CVE-2024-23839,CWE-416
3944f50995f947558c35fb16ae0288354756762c,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2018-10021,NVD-CWE-noinfo
64dd153c83743af81f20924c6343652d731eeecb,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2011-4098,CWE-119
3b04c5442b4e62d82571258cad8dd30558baa57c,https://github.com/radare/radare2,radare2,vulnerability,VIC,C,ICVul,CVE-2017-7946,CWE-416
c57c0b9f3a4f8684f3489dd9a9ec627ad8b599f5,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2022-21738,CWE-190
04a567494786d5bb50894fc8bb8fea0cf496bea8,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VFC,C,ICVul,CVE-2017-14174,CWE-834
ef14f0c1578dce4b688726eb2603e50b62d6665a,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2012-0038,CWE-190
35c70103a528603afb538ffeafe40c7b8251b0fe,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2019-18885,CWE-476
6416ccb7899960868f5016751fb81bf25213d24f,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2014-8172,CWE-17
e1c94d9d25db6b0dd7a5028ffee31d1057855d73,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VIC,C,ICVul,CVE-2016-10066,CWE-120
190154cf6d4d0cd99d468756980c8c6e325718a1,https://github.com/squid-cache/squid,squid,vulnerability,VIC,C,ICVul,CVE-2023-46728,CWE-476
2721a0148649e07ed74468f097a28899741eb58f,https://github.com/php/php-src,php-src,vulnerability,VFC,C,ICVul,CVE-2016-5114,CWE-119
7dec99d8c932d5cb76c518d384917b07edfa22e4,https://github.com/envoyproxy/envoy,envoy,vulnerability,VIC,C,ICVul,CVE-2022-29227,CWE-416
68338b71a563b24e62617bb629059adc0c94b230,https://github.com/radareorg/radare2,radare2,vulnerability,VFC,C,ICVul,CVE-2017-6415,CWE-476
698a691724c0a949295991e5df091ce16f899e02,https://github.com/php/php-src,php-src,vulnerability,VFC,C,ICVul,CVE-2016-7130,CWE-476
17f0f4a47df9aea9ee26c939f8057c35e0be1847,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2013-7421,CWE-269
53a712bae5dd919521a58d7bad773b949358add0,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2020-11669,NVD-CWE-noinfo
a0864754aa8911e1d9caffaf0d290fbc023dd86e,https://github.com/squid-cache/squid,squid,vulnerability,VIC,C,ICVul,CVE-2023-46728,CWE-476
79b91130a2679ea5063d49c021d97346a09eb0a5,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2015-3212,CWE-362
52a0d61f64123ab758d8b8cc8f8ca521733d2f32,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2022-33981,CWE-416
8404663f81d212918ff85f493649a7991209fa04,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2013-6282,CWE-20
55e26eb95a5345a5796babac98de6d6c42771df1,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2015-8767,CWE-362
cb00ea3528eb3c09eae9871d6e7d038776e952e2,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2012-3400,CWE-787
d0b3e5b9602ac551126ad0b3795719c1cee686a7,https://github.com/gpac/gpac,gpac,vulnerability,VIC,C,ICVul,CVE-2018-20763,CWE-787
f683dbdc6a19c4d10e3d8cc7364ff034af53da70,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2018-15822,CWE-617
fc92b66ea9350a2fd60e716cc7d4b74ac2d48ccc,https://github.com/squid-cache/squid,squid,vulnerability,VIC,C,ICVul,CVE-2023-46728,CWE-476
6e8a27a816390d1fbcc28903da4dd9bc348e19ca,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2016-10741,CWE-362
4071d8e2f6c45c1955a811fee757ca2adbe462c1,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VFC,C,ICVul,CVE-2021-29556,CWE-369
fb81ac5e6be4041e59df9362cd63880b21e2cafc,https://github.com/openssl/openssl,openssl,vulnerability,VIC,C,ICVul,CVE-2014-3570,CWE-310
6ec82562ffc6f297d0de36d65776cff8e5704867,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2013-2017,CWE-399
144793e9dd9f2203e48608dbb6c96de7a0ef8da7,https://github.com/gpac/gpac,gpac,vulnerability,VIC,C,ICVul,CVE-2021-32439,CWE-120
cdb383749ef7b68a38891440af8cc23e0115306d,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VFC,C,ICVul,CVE-2019-13135,CWE-908
27af4245b6ce99e08c6a7c38825383bf51119cc9,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2017-18344,CWE-125
cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VFC,C,ICVul,CVE-2015-8959,CWE-399
88fc3897e3219e63ae6e2d180a6c87d033ef9f3b,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2011-3209,CWE-189
a443755f1ca3e190e12e3a845ddecb3ee1782512,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2019-18885,CWE-476
ced8def38409d2e3f76af4428a823678e46d24eb,https://github.com/squid-cache/squid,squid,vulnerability,VIC,C,ICVul,CVE-2023-46728,CWE-476
a9cf55b2861057a213e610da2fec52125439a11d,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2019-19922,CWE-400
12a765a5235f181c2f4992b615eb5f892c368e88,https://github.com/openssl/openssl,openssl,vulnerability,VIC,C,ICVul,CVE-2024-0727,NVD-CWE-noinfo
90c9319d47e9f8bdeea2a60362528e2061109544,https://github.com/openssl/openssl,openssl,vulnerability,VIC,C,ICVul,CVE-2024-6119,CWE-843
728c1e2a05e4b5fc52fab3421dce772a806612a2,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2019-19074,CWE-401
cd8a4267c09cd1ce5d53cb681d41886db046dc9c,https://github.com/radareorg/radare2,radare2,vulnerability,VIC,C,ICVul,CVE-2022-0559,CWE-416
f48729acd5387a9b3aec6d8529a6cfde30ad94ea,https://github.com/radareorg/radare2,radare2,vulnerability,VIC,C,ICVul,CVE-2022-0849,CWE-416
675b582fa7c53314ad11f3a438c9c7e2d8065377,https://github.com/radareorg/radare2,radare2,vulnerability,VIC,C,ICVul,CVE-2022-0695,CWE-400
19dd9342e7bc55c877367b7474caf41e819e38c3,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2021-29524,CWE-369
2c992db0525c6bfcc8d10b6bce3008ae91ec2be1,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VIC,C,ICVul,CVE-2016-9559,CWE-476
6ac3c0b7abd35f37201ed2d6298ecef4ea1ae1dd,https://github.com/redis/redis,redis,vulnerability,VFC,C,ICVul,CVE-2021-32672,CWE-125
87c1e9d23bcda1a493313aef747b429bab46ddd7,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2021-29570,CWE-125
8d4a2ec1e0b41b0cf9a0c5cd4511da7f8e4f3de2,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2016-7914,CWE-125
256825d4eb33dc301496710d15cf5a7ae924088b,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VFC,C,ICVul,CVE-2018-16641,CWE-772
ae07423bcd294e48e238644459bd99c297d1a8a2,https://github.com/php/php-src,php-src,vulnerability,VIC,C,ICVul,CVE-2016-5769,CWE-190
c48f14966cc41957d88c66dfe49a439e708ab7b8,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2013-6367,CWE-189
cfb8fbf2299d0e028ac59afd5b8c94ebe53d0859,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2011-1767,NVD-CWE-Other
59f4a51a7f2c53b9fd161b032d0fcb8a85f4f19d,https://github.com/openssl/openssl,openssl,vulnerability,VIC,C,ICVul,CVE-2024-6119,CWE-843
f83ef8c0b58dac17211a4c0b6df0e2b1bd6637b1,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2013-4470,CWE-264
003707c7225dbd4bf879b6c204743554de0a08d6,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2011-4324,NVD-CWE-noinfo
e9c6a182649f4259db704ae15a91ac820e63b0ca,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2013-4299,CWE-200
35f0fabb4c178253a964d7aabdbb15c6a398b69a,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VFC,C,ICVul,CVE-2022-23593,CWE-754
528d6545c21e6abd37788b7324355e1b094f7daf,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2022-23587,CWE-190
aba8d056078e47350d85b06a9cabd5afcc4b72ea,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2011-2905,NVD-CWE-Other
d66e1d568275e6a2947de97dca7a102a211e01ce,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VFC,C,ICVul,CVE-2022-41885,CWE-131
d23efc19478ac7fb517038922b920a6979cbd958,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2022-27950,CWE-401
ad069af92392efee1418c48ff561fd3070a03d7b,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VFC,C,ICVul,CVE-2022-36012,CWE-617
07730d87ac7872b54efa02da5d20b42fd6bb165a,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2021-38203,CWE-667
ce47a396ff795bdb6cf48eb53dbcba46cb51fa7d,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2022-29210,CWE-787
5c43db85cee0c74ef13863d022214729d50a0f09,https://github.com/OISF/suricata,suricata,vulnerability,VIC,C,ICVul,CVE-2019-18792,CWE-436
df167c7db545953bb7f71c72e98e7a3ca0c793bf,https://github.com/radare/radare2,radare2,vulnerability,VFC,C,ICVul,CVE-2018-20460,CWE-787
1b5235fd897f7ea5cffc715300f67b4dc852fa27,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2021-29562,CWE-617
bb6d480ba0bf0f6e4413f903416d77746857bfc8,https://github.com/facebook/hhvm,hhvm,vulnerability,VIC,C,ICVul,CVE-2016-6873,NVD-CWE-Other
e30c693b37c3b41723f1469d1226a2c814ca443d,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VFC,C,ICVul,CVE-2023-1906,CWE-787
7ea1530ab3fdfa85441061909cc8040e84776fd4,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2012-5517,NVD-CWE-Other
3a3ec26085461998074b827b112d38e8f3246a86,https://github.com/the-tcpdump-group/tcpdump,tcpdump,vulnerability,VIC,C,ICVul,CVE-2015-3138,CWE-20
3e10986d1d698140747fcfc2761ec9cb64c1d582,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2012-6657,CWE-264
4c9483b2fb5d2548c3cc1fe03cdd4484ceeb5d1c,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2013-4162,CWE-399
ea3d7209ca01da209cda6f0dea8be9cc4b7a933b,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2015-8839,CWE-362
37920a74abd6fdf0696730ba80a07843a62c9c54,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2017-8066,CWE-119
524688ce87a15fc75f87efc8c039ba4c7d5c197b,https://github.com/krb5/krb5,krb5,vulnerability,VFC,C,ICVul,CVE-2014-4344,CWE-476
384641468b60f40e9bf9b1f887abd5e3c3a9be1c,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2013-4263,CWE-119
6df9d9b55d3f56ee7782639a7678eeeaf77f14ea,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2017-14058,CWE-835
d9204be9f49520cdaaeb2541d1dc5187b23f31d9,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VFC,C,ICVul,CVE-2021-37636,CWE-369
bcf0fb3b48edc9e642c4101e2ccf964a30cdb6f1,https://github.com/the-tcpdump-group/tcpdump,tcpdump,vulnerability,VIC,C,ICVul,CVE-2018-16452,CWE-674
6f8771238ad345afb2dff0a3e3aca0ce52c4a1a5,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2020-15211,CWE-125
a9e5a7bd800d5c599bf44c00687a8c16b0cea0b9,https://github.com/apache/httpd,httpd,vulnerability,VIC,C,ICVul,CVE-2017-9798,CWE-416
2b82032c34ec40515d3c45c36cd1961f37977de8,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2019-18885,CWE-476
c3edaa79413bdf908abb56f088217c01f347ecff,https://github.com/redis/redis,redis,vulnerability,VIC,C,ICVul,CVE-2022-3647,CWE-404
604682551aa511e00e57706ad5d9fcf955ee0323,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2013-7421,CWE-269
690ca62dd39fccb050c3fe3e61da531faf483da4,https://github.com/php/php-src,php-src,vulnerability,VIC,C,ICVul,CVE-2016-7129,CWE-20
68bf45fa1e77c7e2e3f3ab4a7894f9bc1a1da57b,https://github.com/redis/redis,redis,vulnerability,VIC,C,ICVul,CVE-2021-32627,CWE-190
f261257ab26802cf3cab7303a76db2fb729e1d01,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2023-25669,CWE-697
76429c148b939f5a6863c0a024eb8960ae91469a,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2014-0069,CWE-119
28f5a8a7c033cbf3e32277f4cc9c6afd74f05300,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2017-18204,NVD-CWE-noinfo
3b50142d8528e1efc1c07f69c540f926c58ab3ad,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2023-2007,CWE-667
fc33f3dc4c14051a83eec6535b608abe1d355fde,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VFC,C,ICVul,CVE-2022-41891,NVD-CWE-Other
fc27fe7e8deef2f37cba3f2be2d52b6ca5eb9d57,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2017-16528,CWE-416
a322a839a56b8d9fa40751b1906ce2a4780a24d6,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VIC,C,ICVul,CVE-2016-9559,CWE-476
06d1dc3fa96a2ba5a3e22735a033012aadc9f0d6,https://github.com/openssl/openssl,openssl,vulnerability,VFC,C,ICVul,CVE-2024-6119,CWE-843
7c9d2a458ee6cb925a0b3d23793d0e356a6eac12,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2023-25666,CWE-697
0215324a66af949be39b34be2d55143232c1cb71,https://github.com/redis/redis,redis,vulnerability,VFC,C,ICVul,CVE-2021-32762,CWE-190
e0e3cea46d31d23dc40df0a49a7a2c04fe8edfea,https://github.com/torvalds/linux,linux,vulnerability,VFC,C,ICVul,CVE-2012-3520,CWE-287
72a50e400d98d7a2fd610caedfeb9af043dc5582,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VFC,C,ICVul,CVE-2017-11447,CWE-772
a3cde44908429e52b2ec052ad5a70ef60e1f2d56,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2021-38160,CWE-120
df91b29fd7da64498b9ad2b949267d272b2cf275,https://github.com/apache/httpd,httpd,vulnerability,VIC,C,ICVul,CVE-2021-33193,NVD-CWE-Other
f432c635c526259b858c9aad3d409c5c44545686,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VIC,C,ICVul,CVE-2016-7514,CWE-125
c4e06eb0a706483fbfccc56bef058d2f5d9a6eef,https://github.com/FreeRDP/FreeRDP,FreeRDP,vulnerability,VIC,C,ICVul,CVE-2020-13396,CWE-125
e8aa9b7ded286b8018eca04fde0e95829c75c714,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2020-26267,CWE-125
71199ee9077da7d92a8728e2a694fb1ab31488a7,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2021-38114,CWE-252
1e8bbe6cd02fc300c88bd48244ce61ad9c7d1776,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2016-3951,NVD-CWE-Other
ac4b32df71bd932838043a4838b86d11e169707f,https://github.com/FFmpeg/FFmpeg,FFmpeg,vulnerability,VIC,C,ICVul,CVE-2017-9994,CWE-119
4846b3c5d0a850e860baf4f07340495d29837d09,https://github.com/the-tcpdump-group/tcpdump,tcpdump,vulnerability,VFC,C,ICVul,CVE-2018-16227,CWE-125
5dc1860d8267b1e0cb78c9ffa2a40bea2fdb3ddc,https://github.com/the-tcpdump-group/tcpdump,tcpdump,vulnerability,VFC,C,ICVul,CVE-2017-13030,CWE-125
1f1ea6c2d9d8c0be9ec56454b05315273b5de8ce,https://github.com/torvalds/linux,linux,vulnerability,VIC,C,ICVul,CVE-2013-4591,CWE-119
9bbc41c55433cbd7749ad50a2882fe07c2babf63,https://github.com/tensorflow/tensorflow,tensorflow,vulnerability,VIC,C,ICVul,CVE-2021-29590,CWE-125
bb95af848c939cfe5b5ee33c5b1770558077e64e,https://github.com/envoyproxy/envoy,envoy,vulnerability,VFC,C,ICVul,CVE-2022-21656,CWE-843
7c288d6b81559d248741743d918715856f93862d,https://github.com/radare/radare2,radare2,vulnerability,VIC,C,ICVul,CVE-2018-11377,CWE-125
22646e2e5109153caa820c55c18af753bb1843c4,https://github.com/ImageMagick/ImageMagick,ImageMagick,vulnerability,VIC,C,ICVul,CVE-2017-11448,CWE-200
