commit_id,lines_added,lines_removed,lines_modified,files_changed,commit_role,project
a541e766e,0,0,1,1,BFC,accumulo
dad7c7c93,353,5,14,3,BIC,accumulo
a2c2d38aa,1,1,1,1,BFC,accumulo
e5086f908,3,1,0,1,BFC,accumulo
33890b00e,4,0,0,1,BIC,accumulo
fe77101d0,11,0,1,1,BIC,accumulo
4911f855d,13,4,4,3,BFC,accumulo
ef7c4f083,0,4,2,1,BIC,accumulo
72156b82e,28,8,0,3,BIC,accumulo
e33c1f495,5,3,2,3,BFC,accumulo
0607c8cf0,10,0,2,2,BIC,accumulo
22a6209b8,35,7,4,2,BIC,accumulo
c5153331c,4,0,0,1,BFC,accumulo
2faafcce4,1044,142,80,42,BIC,accumulo
5bd68ef9b,51,66,64,36,BIC,accumulo
7038755be,1044,142,80,42,BIC,accumulo
a8ef75ee0,33,4,9,3,BFC,accumulo
d1aaecba9,3,0,0,1,BIC,accumulo
47a091ade,33,9,1,6,BFC,accumulo
2f788f482,1224,124,776,20,BIC,accumulo
76ea14ed31,55,76,4,7,BFC,ambari
0cbc5fa385,18,37,9,6,BIC,ambari
786d4b6334,19,4,13,8,BFC,ambari
6b7a7a706d,3752,26,64,51,BIC,ambari
6b9a59753a,145,62,29,5,BFC,ambari
aba473e84a,94,104,12,6,BIC,ambari
3f2743b58b,823,539,95,35,BFC,ambari
fe0e2c563f,356,12,504,4,BIC,ambari
3b2e103b7e,17,17,0,2,BFC,ambari
ac0c66e986,39,13,25,3,BIC,ambari
bf5ca2f5e6,46,2,1,3,BFC,ambari
be25c9e771,37,1,7,3,BIC,ambari
e858b20bee,13,23,19,3,BFC,ambari
8a2cb5b35a,290,67,288,22,BIC,ambari
43ae930b01,71,5,26,3,BFC,ambari
c9f0dd0b82,6785,2763,292,62,BIC,ambari
44b2a5ccaa,48,4,18,2,BFC,ambari
9842b40d2b,2,2,8,1,BIC,ambari
6dd00195e6,94,60,4,3,BIC,ambari
8c237ec866,94,60,4,3,BIC,ambari
4b4bcbfb67,152,62,20,3,BIC,ambari
a00ffffc54,4,5,3,2,BFC,ambari
b5a2bb8ddb,484,0,9,17,BIC,ambari
d4ba96481c,0,4,0,1,BFC,ambari
b96c77a8f9,45,1,1,1,BIC,ambari
288573dcea,0,0,1,1,BFC,ambari
268f5cb652,104,70,16,4,BIC,ambari
c15a281e01,48,0,19,1,BFC,ambari
489a9c4b08,89,24,3,2,BIC,ambari
9752f7e772,0,3,0,1,BFC,ambari
7153112e79,172,8,19,9,BIC,ambari
9b87326e87,4,2,4,2,BFC,ambari
d43ea4d673,106,13,12,8,BIC,ambari
3a9ecc0924,0,5,0,2,BFC,ambari
6d06814f72,277,9,34,22,BIC,ambari
1e6e73f30e,0,0,1,1,BFC,ambari
d0f7a51537,0,0,1,1,BIC,ambari
f33a250c0e,328,27,19,8,BIC,ambari
4fa9ac5505,410,418,135,16,BFC,ambari
af6aba67bb,145,32,16,11,BFC,ambari
90c9904fcd,266,35,7,6,BIC,ambari
03463912a9,6,0,6,1,BFC,ambari
4a42b6d5b9,7,7,10,2,BIC,ambari
7be21c9148,3,0,1,1,BFC,ambari
b653ee0a59,159,27,8,5,BIC,ambari
c9936ad349,2,0,18,1,BFC,ambari
65ca08455f,142,0,0,1,BIC,ambari
c7b350b678,24,2,8,1,BFC,ambari
e02969e173,10,0,2,1,BIC,ambari
14738859cc,0,3,1,1,BFC,ambari
a8b8b4155b,16,2,6,1,BIC,ambari
18e58ffb37,1,1,2,1,BFC,ambari
2e14098c19,118,45,11,8,BIC,ambari
e10f6922eb,340,11,19,10,BIC,ambari
9db1834941,93,55,2,1,BFC,ambari
c3d738c6ae,184,92,66,5,BIC,ambari
38a6183b5c,13,1,0,1,BFC,ambari
fb9e407cab,88,0,0,1,BIC,ambari
8e5eeb4dea,20,0,4,2,BIC,ambari
97f3089bad,31,20,6,1,BFC,ambari
20056273ec,262,48,5,7,BIC,ambari
7abe374dd5,8,0,1,1,BFC,ambari
73ac59fc33,127,99,38,5,BFC,ambari
1621a53dc5,516,32,64,7,BFC,ambari
365c74b53c,68,28,29,4,BFC,ambari
af82db1188,0,0,4,2,BFC,ambari
18f68097768,6,0,1,1,BFC,hadoop
fb6b38d67d8,17,59,15,1,BIC,hadoop
6f6e170325d,23,52,5,4,BFC,hadoop
aeb364d8b57,85,52,5,6,BIC,hadoop
e7380b4f9c4,54,6,6,3,BIC,hadoop
0f0c6415af4,0,0,2,1,BFC,hadoop
28023b77595,3,0,1,1,BIC,hadoop
860d49aa6ae,509,154,393,1,BIC,hadoop
47782cbf4a6,0,5,1,1,BFC,hadoop
932ae036acb,614,32,22,6,BIC,hadoop
7e08c0f23f5,4,1,1,1,BIC,hadoop
e28edbffe15,40,27,5,6,BIC,hadoop
c9ace69cff4,0,1,2,1,BFC,hadoop
776eb119acc,17,14,5,4,BIC,hadoop
29eadf1b8f7,13,7,1,1,BFC,hadoop
5b361069345,12,2,6,1,BIC,hadoop
21d10ccc6e4,17,6,50,6,BIC,hadoop
48d62fad80a,3,0,0,1,BIC,hadoop
6e0a9f92fe0,1,4,1,1,BFC,hadoop
fc2ed4a1f9a,9,2,17,1,BIC,hadoop
cffee556e4d,0,0,1,1,BFC,hadoop
6d9820ab3d6,6,0,0,1,BFC,hadoop
ad95cb1f0d3,8,0,10,1,BIC,hadoop
3ebc992e588,38,3,21,1,BIC,hadoop
2d16f40dab2,5,1,1,1,BFC,hadoop
c6c0f4eb25e,1,1,0,1,BIC,hadoop
dc065dd64ca,2,1,1,1,BFC,hadoop
3da0bedaec3,15,0,2,1,BIC,hadoop
2088309d665,14,0,2,2,BFC,hadoop
b73903f6a7d,0,0,2,1,BIC,hadoop
4a4dd27571c,6,48,0,1,BFC,hadoop
e24071be0ae,263,1,9,1,BIC,hadoop
df31c446bfa,146,11,20,4,BIC,hadoop
22ff9e68d1d,11,2,6,3,BIC,hadoop
32bbc440c1d,2,2,4,2,BFC,hadoop
04cc1d614d0,0,0,1,1,BFC,hadoop
2a0147f8f69,140,25,19,7,BIC,hadoop
f8a245c2731,25,1,3,1,BFC,hadoop
cc8a2a29f18,2,1,1,1,BIC,hadoop
d96bbe152cf,3,0,25,1,BIC,hadoop
42beb56a2ed,7,1,6,1,BFC,hadoop
f95ec3f5bf1,23,0,1,1,BIC,hadoop
8df7e7deeca,0,0,4,1,BFC,hadoop
95f9a515aac,218,269,2,3,BIC,hadoop
1758f3146ae,15,10,3,1,BFC,hadoop
54217259072,14,0,2,1,BIC,hadoop
ca0827a8623,0,0,1,1,BIC,hadoop
d1dfa5f9234,12,2,4,1,BFC,hadoop
7d1b804d3a3,84,7,25,1,BFC,hadoop
9180eca5925,29,8,6,1,BIC,hadoop
a2a5cb60b09,11,4,4,2,BFC,hadoop
4b3a6b87221,508,0,1,4,BIC,hadoop
7eb7b3b723c,50,28,8,3,BIC,hadoop
3d191cc1524,4,6,3,1,BFC,hadoop
76be82bc041,0,3,2,1,BIC,hadoop
f216f22915f,9,19,3,2,BFC,hadoop
8767e4cde17,649,42,100,3,BIC,hadoop
b9d49761f72,15,6,1,2,BFC,hadoop
10f9f5101c4,8,3,7,4,BIC,hadoop
2034315763c,4,3,2,1,BFC,hadoop
a46933e8ce4,5,2,5,1,BIC,hadoop
0bdd263d82a,24,0,1,8,BIC,hadoop
f5312aedb9f,27,7,3,3,BFC,hadoop
5f9b4c14a17,505,167,82,7,BIC,hadoop
bd76d9a8272,1,0,0,1,BFC,hadoop
06d0109314b,9,2,6,1,BIC,hadoop
464470e715c,51,7,14,1,BFC,hadoop
fdba5fac263,287,131,16,6,BIC,hadoop
20176840f62,9,0,1,1,BIC,hadoop
dfa78484633,0,0,21,8,BFC,hadoop
c59af2fdf8f,432,110,143,10,BIC,hadoop
92d8f371553,2,0,3,1,BFC,hadoop
a9a8297cad4,149,128,42,2,BIC,hadoop
fd2f22adec5,38,1,24,2,BIC,hadoop
f5e0bd30fde,3,2,9,2,BFC,hadoop
9097e2efe4c,0,5,1,1,BIC,hadoop
03060075c53,11,10,1,1,BFC,hadoop
644548f2017,102,12,5,1,BIC,hadoop
90e07d55ace,93,44,21,3,BFC,hadoop
e4b8d9e72d5,13,101,2,4,BIC,hadoop
3807884263f,84,0,0,1,BIC,hadoop
f1c19b9365c,42,4,6,2,BFC,hadoop
1e06299df82,5,0,3,1,BIC,hadoop
e3242b95b35,2,6,3,2,BFC,hadoop
4492b9e7302,1,15,1,1,BFC,hadoop
67c006c322c,26,26,10,2,BIC,hadoop
ef1fc51852c,17,27,1,1,BFC,hadoop
6a059dc40e0,22,0,2,1,BIC,hadoop
91e832e7b47,18,15,5,2,BFC,hadoop
18c5bc86ca2,42,9,15,8,BIC,hadoop
e213a4e828,7,0,0,1,BFC,lucene
a26f3734c6,180,29,30,5,BIC,lucene
ec0c376c45,12,5,4,1,BFC,lucene
f818ff09d8,9,0,0,1,BIC,lucene
e9a5866777,20,1,3,2,BIC,lucene
390fbf21d2,3,6,3,1,BFC,lucene
7a65a1823a,52,15,11,6,BIC,lucene
1904003fac,0,0,5,1,BFC,lucene
e92a91ed18,388,28,34,5,BIC,lucene
317d311e7a,10,0,0,1,BIC,lucene
7a86d09aea,6,1,2,2,BFC,lucene
48cca13075,12,1,1,1,BIC,lucene
1e79c3b98e,16,0,2,1,BFC,lucene
4ff0b2f82c,363,587,163,56,BIC,lucene
4c5606ee29,155,44,22,5,BIC,lucene
612d9227de,4,3,4,2,BIC,lucene
826a172340,6,0,4,2,BFC,lucene
5a2d0bc654,397,494,55,33,BIC,lucene
8f54a18e1a,52,3,22,7,BFC,lucene
b549619dc8,13,0,10,3,BIC,lucene
376b331651,17,3,8,4,BFC,lucene
a8032b0637,19,0,0,1,BIC,lucene
1d603a9f87,12,5,0,1,BFC,lucene
c1ec7aa8df,8,0,5,2,BIC,lucene
64dfbfdfb2,4,0,0,1,BIC,lucene
b895ebde43,1088,1084,127,36,BIC,lucene
cf06226cb8,2,0,0,1,BFC,lucene
017a3bf628,1718,1330,191,83,BIC,lucene
30de6c512a,1,2,0,1,BFC,lucene
85642f59dd,557,574,418,76,BIC,lucene
ff886ebb70,62,14,35,1,BFC,lucene
11ae32183f,28,0,9,2,BIC,lucene
c96f750558,302,4,12,9,BIC,lucene
0bfaf5cdfc,41,21,6,3,BIC,lucene
c1a70f31a6,0,3,1,1,BFC,lucene
47e96510cc,0,0,1,1,BIC,lucene
3eb66fb19c,327,585,596,107,BIC,lucene
3ca4fea578,20,1,3,1,BFC,lucene
cd8fc589b9,64,15,27,3,BIC,lucene
2585c9f3ff,0,0,2,1,BFC,lucene
e92a38af90,666,721,24,61,BIC,lucene
b9c9cddff7,21,0,1,2,BFC,lucene
a81ebce804,468,5,24,4,BIC,lucene
4e79f49f23,1,4,0,1,BFC,lucene
9ba7a8e612,147,18,48,5,BIC,lucene
a5402f6863,0,2,0,1,BFC,lucene
64b86331c2,257,37,24,9,BIC,lucene
b0db06bad5,4,2,2,2,BFC,lucene
71ca2a84ba,621,604,19,15,BIC,lucene
f57e0177ff,0,0,1,1,BIC,lucene
43c2b2320d,28,12,8,1,BFC,lucene
7e86ba8c73,1,1,1,1,BIC,lucene
ed2621de84,57,48,22,3,BIC,lucene
571264bcc0,2,0,5,1,BFC,lucene
fbdd2c0ee8,0,0,3,3,BFC,lucene
e30cc70fdd,1625,1837,692,102,BIC,lucene
74b609cf88,0,0,1,1,BFC,lucene
5650939a8d,148,79,43,1,BIC,lucene
dce5964d8a,0,30,0,1,BIC,lucene
d87ffa4bf8,189,1,2,3,BIC,lucene
c7c9ef6a63,18,18,15,3,BFC,lucene
4ac6ce3190,73,1,16,5,BIC,lucene
8cd2942e35,1,0,0,1,BFC,lucene
acb185b2dc,60,7,32,2,BIC,lucene
ed1f977916,5,3,59,1,BFC,lucene
8bff9e1ff5,26,2,7,1,BIC,lucene
05a802b3eb,3,0,1,1,BIC,lucene
326ab7d577,11,3,8,1,BIC,lucene
8b32176c0b,0,0,1,1,BFC,lucene
a5430edf83,0,2,0,1,BIC,lucene
249c678054,1,1,1,1,BIC,lucene
b62cff9fc0,1,1,1,1,BIC,lucene
cc5882ab75,99,8,27,10,BIC,lucene
2e8a9b98de,45,11,30,9,BIC,lucene
68ce463907,2,0,0,1,BIC,lucene
0a3f804518,243,116,46,2,BIC,lucene
2b7362de2b,9,1,5,2,BFC,lucene
0a30dcd945,99,19,22,5,BIC,lucene
26dd4f34cd,86,23,47,1,BIC,lucene
0589889950,200,14,34,2,BIC,lucene
708cea853c,129,93,62,8,BIC,lucene
6efeb6196f,0,0,1,1,BIC,lucene
e5addc06d3,1,2,0,1,BFC,lucene
eee47902b7,0,2,3,2,BIC,lucene
9557559df0,1,2,2,1,BIC,lucene
a518f57756,0,101,0,1,BIC,lucene
52124d8ebf,53,48,136,44,BIC,lucene
e79fcaec7c,47,42,120,28,BIC,lucene
abfa458e2a,0,16,0,1,BIC,lucene
f70b9571a9,5,11,5,2,BIC,lucene
36b17aab62,458,137,248,55,BIC,lucene
8b241d9230,64,11,29,4,BIC,lucene
f19e8c58fb,98,661,238,81,BIC,lucene
2635ac0cf7,82,54,33,2,BIC,lucene
071104c07d,0,0,6,1,BIC,lucene
4140f73774,0,8,7,2,BIC,lucene
1aa40cd395,59,3,12,8,BIC,lucene
40b3f06f9d,0,0,1,1,BFC,lucene
f7707d7d91,18,0,1,1,BFC,lucene
135d89c4bd,47,95,12,9,BIC,lucene
f50e4dbf51,0,0,1,1,BFC,lucene
0810107d1f,880,577,58,5,BIC,lucene
e312ee6bfa,10,3,4,2,BFC,lucene
ab8f8f994f,173,75,19,6,BIC,lucene
b20968241a,154,44,137,5,BIC,lucene
5fca7fc938,24,14,3,4,BIC,lucene
6aea26168a,0,0,13,3,BIC,lucene
f389654f9c,17,0,1,1,BIC,lucene
e7294aab77,679,208,29,12,BIC,lucene
00b29b4298,9,45,275,3,BFC,lucene
2d4e789d00,3889,271,165,37,BIC,lucene
232aaa42ed,4,0,2,1,BFC,lucene
f5b5d3e17f,149,76,29,16,BIC,lucene
2c34cb858e,1,0,2,1,BFC,lucene
e6231ad585,81,16,31,3,BIC,lucene
e61398084d,726,242,125,28,BIC,lucene
145772accb,19,4,4,4,BFC,lucene
0756041335,0,5,0,1,BIC,lucene
5f618b8000,11,1,2,3,BIC,lucene
f33c2917e3,0,2,1,1,BIC,lucene
c672b56305,4,5,9,2,BFC,lucene
aa22ceb97d,2089,643,144,15,BIC,lucene
d6b40cc39a,4,10,7,1,BFC,lucene
86d4a61797,1,0,1,1,BFC,lucene
0dec2d1017,106,0,6,6,BIC,lucene
fa52907742,116,0,0,2,BIC,lucene
3b2e04d6a9,143,2,6,4,BIC,lucene
a7f879db76,1,0,12,1,BFC,lucene
be0bb552ee,1,0,1,1,BIC,lucene
0ce6e9a694,193,14,7,10,BIC,lucene
6b33a8c593,39,7,8,1,BFC,lucene
3865e131cb,29,2,2,1,BIC,lucene
e4ed871c5e,5,0,4,1,BFC,lucene
f61d232630,132,89,5,2,BIC,lucene
225459815c,6,0,1,1,BFC,lucene
a9670cc6e7,72,28,14,4,BIC,lucene
7e4603a988,56,14,9,1,BFC,lucene
50baab7c4b,108,14,7,3,BIC,lucene
34a47e66ca,0,0,1,1,BFC,lucene
27d68500ee,10,1,3,1,BIC,lucene
e584e3a060,21,1,7,1,BFC,lucene
f60122e08d,233,22,10,2,BIC,lucene
3cf40619ca,7,1,16,1,BFC,lucene
9d4bd1f350,15,34,4,1,BIC,lucene
936aa1dcfc,5,1,2,1,BFC,lucene
bf00c1a0a7,17,1,16,1,BFC,lucene
b221a53496,788,879,126,16,BIC,lucene
8571b92efd,0,8,25,7,BIC,lucene
29b23f9166,109,0,0,3,BIC,lucene
60f161fd9b,14,0,6,2,BFC,lucene
c97a92dcc3,1,1,5,1,BFC,lucene
c8261a41d3,16,5,29,1,BIC,lucene
4c83c2200c,29,61,0,2,BFC,lucene
9b255d6cc4,12,0,5,1,BIC,lucene
7cde848e37,2,4,3,2,BIC,lucene
ff83497b27,916,122,98,8,BIC,lucene
4e73212034,2,0,4,1,BFC,lucene
9ba13dea31,54,12,4,2,BIC,lucene
602a1f50e7,4,4,3,1,BFC,lucene
fdeb323243,44,2,8,4,BIC,lucene
7053a99f49,1,0,0,1,BIC,lucene
18256fc287,0,0,1,1,BFC,lucene
0442747f05,83,93,26,10,BIC,lucene
89c65af2a6,1,4,2,1,BFC,lucene
093a8ce57c,52,36,6,13,BIC,lucene
51b131950d,3,0,1,1,BFC,lucene
57b47fed01,96,21,46,10,BIC,lucene
9ab76a1e41,12,6,6,1,BFC,lucene
ce172acb8f,707,752,136,31,BIC,lucene
3b57a5a624,44,0,1,1,BFC,lucene
229229a3c0,15,91,41,1,BIC,lucene
51fde1cbf9,11,4,2,2,BFC,lucene
f342cd14df,5,1,6,2,BFC,lucene
e3ba95b8b8,5,33,8,3,BIC,lucene
60ce8d7c54,3,1,3,1,BFC,lucene
844ca4a348,202,4,16,5,BIC,lucene
e152575f5e,0,0,1,1,BFC,lucene
07be2c42ba,779,49,67,17,BIC,lucene
75e69c5198,0,0,1,1,BFC,lucene
001a3ca55b,58,46,22,13,BIC,lucene
e2521b2a8b,38,0,0,1,BFC,lucene
067fb25e43,141,21,54,8,BIC,lucene
89f68fbb,0,0,2,1,BFC,oozie
c95c809a,954,587,356,59,BIC,oozie
97e3f904,0,0,2,1,BFC,oozie
a77190db,64,13,4,2,BIC,oozie
3d1fe287,39,3,14,1,BFC,oozie
81039015,67,71,166,3,BIC,oozie
0a6f83e6,0,1,1,1,BFC,oozie
81ce22b6,3533,288,87,38,BIC,oozie
87040a1f,26,13,50,8,BIC,oozie
e0b7cde7,21,0,10,2,BFC,oozie
c7fa12bb,13,0,2,1,BIC,oozie
d2a98a11,8,1,5,1,BFC,oozie
ca01c283,1039,2,5,15,BIC,oozie
3276633f,23,12,1,3,BIC,oozie
7cebc260,3,4,0,1,BFC,oozie
ef513d28,73,12,17,1,BIC,oozie
19014354,26,5,0,1,BFC,oozie
fc9aeb13,82,1,5,2,BIC,oozie
57152acd,8,2,1,2,BFC,oozie
78c86996,5,1,0,1,BIC,oozie
eba0f036,117,1,0,4,BFC,oozie
c5f5f9d6,30,0,8,1,BIC,oozie
1b46fd92,0,0,1,1,BFC,oozie
0c90b8c3,33,0,7,3,BIC,oozie
f83f484a,5,0,6,2,BFC,oozie
6aa84761,4,0,0,1,BIC,oozie
72ee2589,14,0,0,1,BFC,oozie
e86b96d4,12,0,2,6,BIC,oozie
3e20533b,125,61,20,17,BIC,oozie
44af3a3c,0,28,0,1,BIC,oozie
0f086d41,117,6,8,2,BIC,oozie
d330d406,49,75,31,4,BFC,oozie
70a5ffe4,26,6,4,3,BIC,oozie
aebf775a,0,0,2,1,BFC,oozie
23831e85,1,1,1,1,BFC,oozie
396fcc6c,7,0,0,1,BIC,oozie
10549ef2,2,0,2,1,BIC,oozie
b074b2ce,116,50,49,6,BIC,oozie
6aefbc71,0,2,1,1,BFC,oozie
0f4b0181,2308,466,112,49,BIC,oozie
746be5c2,15,4,11,2,BFC,oozie
b54417b7,1,6,6,2,BIC,oozie
d929be9f,1,0,1,1,BFC,oozie
4bd777e5,112,2,2,2,BIC,oozie
07fa74f4,40,7,9,2,BFC,oozie
2fc2fc9e,271,133,184,69,BIC,oozie
90c06857,168,5,13,8,BIC,oozie
56fd858d,28,0,0,1,BIC,oozie
c270a20c,4,2,0,1,BFC,oozie
cbb1eac9,88,0,6,6,BIC,oozie
12ef6147,36,0,3,1,BIC,oozie
cd91b960,2,3,8,1,BFC,oozie
605ed64f,63,24,37,8,BIC,oozie
3ddd8249,2,23,16,4,BFC,oozie
e2090113,200,1,9,7,BIC,oozie
92f4079e,8,0,6,1,BFC,oozie
8ca266fa,287,140,23,1,BIC,oozie
0439fbb0,0,6,7,1,BFC,oozie
872db60c,15,4,25,3,BIC,oozie
db11ab35,48,0,1,1,BFC,oozie
cc4b4398,530,30,14,14,BIC,oozie
55c15b2f,1,5,0,1,BFC,oozie
222b0145,12,1,14,1,BFC,oozie
b66a2dc7,0,0,1,1,BFC,oozie
57d1762e,0,0,1,1,BIC,oozie
109f41c6,3,1,0,1,BIC,oozie
5940a376,11,56,37,9,BFC,oozie
9df0de78,398,109,77,20,BIC,oozie
f97be5d5,1,1,4,1,BIC,oozie
4249aaee,147,3,6,7,BIC,oozie
89d108d7,0,2,0,1,BFC,oozie
24fedae6,73,19,19,3,BIC,oozie
a98c7f89,3,0,15,1,BFC,oozie
dc56aaee,143,0,0,1,BIC,oozie
6dc33ba1,0,1,0,1,BFC,oozie
283cf1c2,89,0,3,3,BIC,oozie
7cf82d31,3,4,2,2,BFC,oozie
43480c12,9,0,9,1,BFC,oozie
4637ca41,0,0,9,1,BIC,oozie
