commit_id,lines_added,lines_removed,lines_modified,lines_changed,files_changed,commit_role,project,dataset_source,cve_id
26e49cfc7e988a76bf1e55cef0d9e438e5489180,49,74,52,175,6,VIC,linux,ICVul,CVE-2015-5707
47a8643e71d8962bc83886608e55f43a06d8da95,10,7,16,33,2,VIC,php-src,ICVul,CVE-2014-3597
13796bf9edc9d2008cfaa3ebea89312ced0d44a9,197,0,0,197,2,VIC,linux,ICVul,CVE-2011-1023
cd731fcaf42e5f7078c9be643bfa0cee2ad53e8f,70,8,18,96,1,VFC,suricata,ICVul,CVE-2024-23839
3944f50995f947558c35fb16ae0288354756762c,21,1,2,24,3,VIC,linux,ICVul,CVE-2018-10021
64dd153c83743af81f20924c6343652d731eeecb,29,137,10,176,3,VFC,linux,ICVul,CVE-2011-4098
3b04c5442b4e62d82571258cad8dd30558baa57c,140,3,21,164,2,VIC,radare2,ICVul,CVE-2017-7946
c57c0b9f3a4f8684f3489dd9a9ec627ad8b599f5,8,0,1,9,1,VIC,tensorflow,ICVul,CVE-2022-21738
04a567494786d5bb50894fc8bb8fea0cf496bea8,0,12,10,22,1,VFC,ImageMagick,ICVul,CVE-2017-14174
ef14f0c1578dce4b688726eb2603e50b62d6665a,577,1083,19,1679,24,VIC,linux,ICVul,CVE-2012-0038
35c70103a528603afb538ffeafe40c7b8251b0fe,8,1,5,14,1,VIC,linux,ICVul,CVE-2019-18885
6416ccb7899960868f5016751fb81bf25213d24f,104,7,11,122,3,VIC,linux,ICVul,CVE-2014-8172
e1c94d9d25db6b0dd7a5028ffee31d1057855d73,4,7,2175,2186,229,VIC,ImageMagick,ICVul,CVE-2016-10066
190154cf6d4d0cd99d468756980c8c6e325718a1,5,7,310,322,54,VIC,squid,ICVul,CVE-2023-46728
2721a0148649e07ed74468f097a28899741eb58f,5,0,0,5,1,VFC,php-src,ICVul,CVE-2016-5114
7dec99d8c932d5cb76c518d384917b07edfa22e4,9,12,43,64,3,VIC,envoy,ICVul,CVE-2022-29227
68338b71a563b24e62617bb629059adc0c94b230,3,0,0,3,1,VFC,radare2,ICVul,CVE-2017-6415
698a691724c0a949295991e5df091ce16f899e02,4,0,2,6,1,VFC,php-src,ICVul,CVE-2016-7130
17f0f4a47df9aea9ee26c939f8057c35e0be1847,735,0,0,735,6,VIC,linux,ICVul,CVE-2013-7421
a0864754aa8911e1d9caffaf0d290fbc023dd86e,34,18,64,116,18,VIC,squid,ICVul,CVE-2023-46728
79b91130a2679ea5063d49c021d97346a09eb0a5,0,2,26,28,5,VIC,linux,ICVul,CVE-2015-3212
52a0d61f64123ab758d8b8cc8f8ca521733d2f32,24,15,2,41,1,VIC,linux,ICVul,CVE-2022-33981
8404663f81d212918ff85f493649a7991209fa04,23,1,12,36,2,VFC,linux,ICVul,CVE-2013-6282
55e26eb95a5345a5796babac98de6d6c42771df1,24,0,36,60,9,VIC,linux,ICVul,CVE-2015-8767
cb00ea3528eb3c09eae9871d6e7d038776e952e2,1237,1085,2564,4886,23,VIC,linux,ICVul,CVE-2012-3400
d0b3e5b9602ac551126ad0b3795719c1cee686a7,222,109,51,382,16,VIC,gpac,ICVul,CVE-2018-20763
f683dbdc6a19c4d10e3d8cc7364ff034af53da70,6,4,2,12,1,VIC,FFmpeg,ICVul,CVE-2018-15822
6e8a27a816390d1fbcc28903da4dd9bc348e19ca,2,35,17,54,1,VIC,linux,ICVul,CVE-2016-10741
4071d8e2f6c45c1955a811fee757ca2adbe462c1,6,0,0,6,1,VFC,tensorflow,ICVul,CVE-2021-29556
fb81ac5e6be4041e59df9362cd63880b21e2cafc,151,37,0,188,3,VIC,openssl,ICVul,CVE-2014-3570
6ec82562ffc6f297d0de36d65776cff8e5704867,2,4,3,9,2,VFC,linux,ICVul,CVE-2013-2017
144793e9dd9f2203e48608dbb6c96de7a0ef8da7,35,0,5,40,2,VIC,gpac,ICVul,CVE-2021-32439
cdb383749ef7b68a38891440af8cc23e0115306d,1,0,0,1,1,VFC,ImageMagick,ICVul,CVE-2019-13135
27af4245b6ce99e08c6a7c38825383bf51119cc9,18,11,10,39,2,VIC,linux,ICVul,CVE-2017-18344
cc2a4d2ba5371d25c58763e4db2dbc1f4691c0f7,2,2,2,6,1,VFC,ImageMagick,ICVul,CVE-2015-8959
88fc3897e3219e63ae6e2d180a6c87d033ef9f3b,4,3,3,10,1,VIC,linux,ICVul,CVE-2011-3209
a443755f1ca3e190e12e3a845ddecb3ee1782512,21,0,7,28,2,VIC,linux,ICVul,CVE-2019-18885
ced8def38409d2e3f76af4428a823678e46d24eb,27,97,314,438,130,VIC,squid,ICVul,CVE-2023-46728
a9cf55b2861057a213e610da2fec52125439a11d,78,4,6,88,2,VIC,linux,ICVul,CVE-2019-19922
12a765a5235f181c2f4992b615eb5f892c368e88,80,34,226,340,86,VIC,openssl,ICVul,CVE-2024-0727
90c9319d47e9f8bdeea2a60362528e2061109544,15,1,1,17,1,VIC,openssl,ICVul,CVE-2024-6119
728c1e2a05e4b5fc52fab3421dce772a806612a2,1,0,0,1,1,VFC,linux,ICVul,CVE-2019-19074
cd8a4267c09cd1ce5d53cb681d41886db046dc9c,433,0,0,433,3,VIC,radare2,ICVul,CVE-2022-0559
f48729acd5387a9b3aec6d8529a6cfde30ad94ea,4,1,9,14,7,VIC,radare2,ICVul,CVE-2022-0849
675b582fa7c53314ad11f3a438c9c7e2d8065377,13,18,1159,1190,53,VIC,radare2,ICVul,CVE-2022-0695
19dd9342e7bc55c877367b7474caf41e819e38c3,283,143,273,699,10,VIC,tensorflow,ICVul,CVE-2021-29524
2c992db0525c6bfcc8d10b6bce3008ae91ec2be1,5,2,6,13,1,VIC,ImageMagick,ICVul,CVE-2016-9559
6ac3c0b7abd35f37201ed2d6298ecef4ea1ae1dd,21,0,4,25,1,VFC,redis,ICVul,CVE-2021-32672
87c1e9d23bcda1a493313aef747b429bab46ddd7,11,2,1,14,1,VIC,tensorflow,ICVul,CVE-2021-29570
8d4a2ec1e0b41b0cf9a0c5cd4511da7f8e4f3de2,2,0,1,3,1,VFC,linux,ICVul,CVE-2016-7914
256825d4eb33dc301496710d15cf5a7ae924088b,3,0,0,3,1,VFC,ImageMagick,ICVul,CVE-2018-16641
ae07423bcd294e48e238644459bd99c297d1a8a2,27,5,28,60,1,VIC,php-src,ICVul,CVE-2016-5769
c48f14966cc41957d88c66dfe49a439e708ab7b8,43,39,53,135,2,VIC,linux,ICVul,CVE-2013-6367
cfb8fbf2299d0e028ac59afd5b8c94ebe53d0859,3,15,3,21,1,VIC,linux,ICVul,CVE-2011-1767
f83ef8c0b58dac17211a4c0b6df0e2b1bd6637b1,8,10,16,34,10,VIC,linux,ICVul,CVE-2013-4470
003707c7225dbd4bf879b6c204743554de0a08d6,79,21,15,115,3,VIC,linux,ICVul,CVE-2011-4324
e9c6a182649f4259db704ae15a91ac820e63b0ca,11,5,1,17,1,VFC,linux,ICVul,CVE-2013-4299
35f0fabb4c178253a964d7aabdbb15c6a398b69a,4,0,0,4,1,VFC,tensorflow,ICVul,CVE-2022-23593
528d6545c21e6abd37788b7324355e1b094f7daf,80,0,1,81,2,VIC,tensorflow,ICVul,CVE-2022-23587
aba8d056078e47350d85b06a9cabd5afcc4b72ea,0,7,0,7,1,VFC,linux,ICVul,CVE-2011-2905
d66e1d568275e6a2947de97dca7a102a211e01ce,3,0,4,7,2,VFC,tensorflow,ICVul,CVE-2022-41885
d23efc19478ac7fb517038922b920a6979cbd958,133,0,0,133,2,VIC,linux,ICVul,CVE-2022-27950
ad069af92392efee1418c48ff561fd3070a03d7b,15,0,3,18,1,VFC,tensorflow,ICVul,CVE-2022-36012
07730d87ac7872b54efa02da5d20b42fd6bb165a,268,268,0,536,5,VIC,linux,ICVul,CVE-2021-38203
ce47a396ff795bdb6cf48eb53dbcba46cb51fa7d,80,30,14,124,4,VIC,tensorflow,ICVul,CVE-2022-29210
5c43db85cee0c74ef13863d022214729d50a0f09,729,86,14,829,12,VIC,suricata,ICVul,CVE-2019-18792
df167c7db545953bb7f71c72e98e7a3ca0c793bf,4,0,0,4,1,VFC,radare2,ICVul,CVE-2018-20460
1b5235fd897f7ea5cffc715300f67b4dc852fa27,4512,318,321,5151,194,VIC,tensorflow,ICVul,CVE-2021-29562
bb6d480ba0bf0f6e4413f903416d77746857bfc8,40,37,2690,2767,271,VIC,hhvm,ICVul,CVE-2016-6873
7ea1530ab3fdfa85441061909cc8040e84776fd4,31,3,4,38,3,VIC,linux,ICVul,CVE-2012-5517
3a3ec26085461998074b827b112d38e8f3246a86,19,15,4,38,1,VIC,tcpdump,ICVul,CVE-2015-3138
3e10986d1d698140747fcfc2761ec9cb64c1d582,1,0,1,2,1,VFC,linux,ICVul,CVE-2012-6657
4c9483b2fb5d2548c3cc1fe03cdd4484ceeb5d1c,9,7,623,639,35,VIC,linux,ICVul,CVE-2013-4162
ea3d7209ca01da209cda6f0dea8be9cc4b7a933b,112,27,15,154,6,VFC,linux,ICVul,CVE-2015-8839
37920a74abd6fdf0696730ba80a07843a62c9c54,2,0,0,2,1,VIC,linux,ICVul,CVE-2017-8066
524688ce87a15fc75f87efc8c039ba4c7d5c197b,0,0,1,1,1,VFC,krb5,ICVul,CVE-2014-4344
384641468b60f40e9bf9b1f887abd5e3c3a9be1c,20,13,7,40,1,VIC,FFmpeg,ICVul,CVE-2013-4263
6df9d9b55d3f56ee7782639a7678eeeaf77f14ea,0,0,17,17,6,VIC,FFmpeg,ICVul,CVE-2017-14058
d9204be9f49520cdaaeb2541d1dc5187b23f31d9,10,1,0,11,1,VFC,tensorflow,ICVul,CVE-2021-37636
bcf0fb3b48edc9e642c4101e2ccf964a30cdb6f1,105,106,283,494,9,VIC,tcpdump,ICVul,CVE-2018-16452
6f8771238ad345afb2dff0a3e3aca0ce52c4a1a5,229,0,0,229,5,VIC,tensorflow,ICVul,CVE-2020-15211
a9e5a7bd800d5c599bf44c00687a8c16b0cea0b9,0,0,4,4,1,VIC,httpd,ICVul,CVE-2017-9798
2b82032c34ec40515d3c45c36cd1961f37977de8,776,159,170,1105,8,VIC,linux,ICVul,CVE-2019-18885
c3edaa79413bdf908abb56f088217c01f347ecff,59,0,2,61,2,VIC,redis,ICVul,CVE-2022-3647
604682551aa511e00e57706ad5d9fcf955ee0323,209,0,3,212,3,VIC,linux,ICVul,CVE-2013-7421
690ca62dd39fccb050c3fe3e61da531faf483da4,0,0,11,11,3,VIC,php-src,ICVul,CVE-2016-7129
68bf45fa1e77c7e2e3f3ab4a7894f9bc1a1da57b,16,19,40,75,5,VIC,redis,ICVul,CVE-2021-32627
f261257ab26802cf3cab7303a76db2fb729e1d01,167,0,0,167,1,VIC,tensorflow,ICVul,CVE-2023-25669
76429c148b939f5a6863c0a024eb8960ae91469a,1,0,5,6,1,VIC,linux,ICVul,CVE-2014-0069
28f5a8a7c033cbf3e32277f4cc9c6afd74f05300,7,2,0,9,1,VFC,linux,ICVul,CVE-2017-18204
fc33f3dc4c14051a83eec6535b608abe1d355fde,3,0,2,5,1,VFC,tensorflow,ICVul,CVE-2022-41891
fc27fe7e8deef2f37cba3f2be2d52b6ca5eb9d57,3,0,0,3,1,VFC,linux,ICVul,CVE-2017-16528
a322a839a56b8d9fa40751b1906ce2a4780a24d6,634,378,318,1330,22,VIC,ImageMagick,ICVul,CVE-2016-9559
06d1dc3fa96a2ba5a3e22735a033012aadc9f0d6,36,8,17,61,1,VFC,openssl,ICVul,CVE-2024-6119
7c9d2a458ee6cb925a0b3d23793d0e356a6eac12,991,0,1,992,10,VIC,tensorflow,ICVul,CVE-2023-25666
0215324a66af949be39b34be2d55143232c1cb71,15,0,0,15,2,VFC,redis,ICVul,CVE-2021-32762
e0e3cea46d31d23dc40df0a49a7a2c04fe8edfea,2,0,4,6,3,VFC,linux,ICVul,CVE-2012-3520
72a50e400d98d7a2fd610caedfeb9af043dc5582,0,0,3,3,1,VFC,ImageMagick,ICVul,CVE-2017-11447
a3cde44908429e52b2ec052ad5a70ef60e1f2d56,17,4,0,21,1,VIC,linux,ICVul,CVE-2021-38160
df91b29fd7da64498b9ad2b949267d272b2cf275,0,2,2,4,1,VIC,httpd,ICVul,CVE-2021-33193
f432c635c526259b858c9aad3d409c5c44545686,6,1,135,142,26,VIC,ImageMagick,ICVul,CVE-2016-7514
c4e06eb0a706483fbfccc56bef058d2f5d9a6eef,6,11,164,181,4,VIC,FreeRDP,ICVul,CVE-2020-13396
e8aa9b7ded286b8018eca04fde0e95829c75c714,2,60,5,67,1,VIC,tensorflow,ICVul,CVE-2020-26267
71199ee9077da7d92a8728e2a694fb1ab31488a7,57,14,19,90,1,VIC,FFmpeg,ICVul,CVE-2021-38114
1e8bbe6cd02fc300c88bd48244ce61ad9c7d1776,26,19,8,53,3,VIC,linux,ICVul,CVE-2016-3951
ac4b32df71bd932838043a4838b86d11e169707f,1165,157,185,1507,20,VIC,FFmpeg,ICVul,CVE-2017-9994
4846b3c5d0a850e860baf4f07340495d29837d09,4,0,0,4,1,VFC,tcpdump,ICVul,CVE-2018-16227
5dc1860d8267b1e0cb78c9ffa2a40bea2fdb3ddc,147,116,60,323,1,VFC,tcpdump,ICVul,CVE-2017-13030
1f1ea6c2d9d8c0be9ec56454b05315273b5de8ce,10,21,8,39,3,VIC,linux,ICVul,CVE-2013-4591
9bbc41c55433cbd7749ad50a2882fe07c2babf63,12,1,0,13,3,VIC,tensorflow,ICVul,CVE-2021-29590
bb95af848c939cfe5b5ee33c5b1770558077e64e,189,34,17,240,13,VFC,envoy,ICVul,CVE-2022-21656
7c288d6b81559d248741743d918715856f93862d,35,2,19,56,4,VIC,radare2,ICVul,CVE-2018-11377
22646e2e5109153caa820c55c18af753bb1843c4,17,9,4,30,2,VIC,ImageMagick,ICVul,CVE-2017-11448
2212808a72e6a9789836cfc4e9ed89f45291595e,19,14,90,123,4,VIC,FFmpeg,ICVul,CVE-2023-47470
273f2755ce8635d42da3cde0eeba15b2e7842774,21,3,0,24,1,VFC,FFmpeg,ICVul,CVE-2019-9721
60fcd57c93dd0bb8a1683338127480118c70d9bb,191,0,0,191,2,VIC,tensorflow,ICVul,CVE-2021-37637
e7f96c2d3774e4ea25f952bcdf55af1dd6e919f4,8,0,4,12,2,VFC,gpac,ICVul,CVE-2023-1655
a963a37d384d71ad43b3e9e79d68d42fbe0901f3,6,0,1,7,1,VFC,linux,ICVul,CVE-2013-2232
d7de67733925de196ec8863a33445b73f9562d1d,2,0,0,2,1,VIC,tensorflow,ICVul,CVE-2022-21734
075506f6c8d71393a792a69d104da6f38a47a5b2,8,1,47,56,25,VIC,FreeRDP,ICVul,CVE-2024-32660
62d782156caddec0b4ca795d7236c6483d02efff,5,0,0,5,1,VIC,suricata,ICVul,CVE-2024-32664
acb3f2600eb8cdd35643a8b9237719ce61c98d41,9,0,0,9,1,VIC,linux,ICVul,CVE-2020-28374
a14fdb9746262549bbbb96abb87338bacd147e1b,5,1,4,10,1,VFC,php-src,ICVul,CVE-2016-7131
c0205efc2ee2edfffb9fb687ba1dd27043b01ead,112,10,2,124,5,VIC,gpac,ICVul,CVE-2021-32136
6398683df312015ebc40066dfe4b9242cc933a60,273,0,0,273,1,VIC,hhvm,ICVul,CVE-2016-6875
3f627e580acfdaf0595ae3b115b8bec677f203ee,11,0,0,11,1,VFC,php-src,ICVul,CVE-2016-5771
c8b978188c9a0fd3d535c13debd19d522b726f1f,2201,268,110,2579,20,VIC,linux,ICVul,CVE-2015-8374
644595f89620ba8446cc555be336d24a34464950,4,6,4,14,1,VIC,linux,ICVul,CVE-2012-4467
0fbf3537195de5c8bc34ec4e301ea41ad183a5e0,36972,0,0,36972,98,VIC,src,ICVul,CVE-2023-52557
33e5a2f776e331dc8a4379b6efb660d38f182d96,214,73,57,344,4,VIC,linux,ICVul,CVE-2013-7027
446a9fc0fcd64482c4a205a1a5062eb0b41dd4b9,3944,0,3,3947,6,VIC,tensorflow,ICVul,CVE-2021-29602
cef31d9af908243421258f1df35a4a644604efbe,10,5,7,22,1,VFC,linux,ICVul,CVE-2017-18344
92625f9bff3853951cc75f5bc084ee67c1317d2f,29,47,3,79,4,VIC,linux,ICVul,CVE-2017-18232
def8b4faff5ca349beafbbfeb2c51f3602a6ef3a,29,5,4,38,11,VIC,linux,ICVul,CVE-2015-1465
87ca1b8f7faee37905fec1e165adab45f80d490f,6,1,1,8,1,VIC,FFmpeg,ICVul,CVE-2017-11665
2c541554076cc8a72e7145d4da30389ca763f32f,680,236,1482,2398,34,VIC,FFmpeg,ICVul,CVE-2015-3417
888e34b49009a4e734c27ab0c43b0b5102682c56,2,0,0,2,1,VFC,tensorflow,ICVul,CVE-2022-41893
f45fec7942c9d6d02cbd672ae8ad245f7ba967f3,98,94,50,242,1,VIC,ImageMagick,ICVul,CVE-2016-6520
18ef89dfa0493b29467a8f221b39de03dc54a070,20,6,58,84,3,VIC,radare2,ICVul,CVE-2023-0302
4681624eece54ab1ed5db3af458fcbde547d2ed6,3,26,1,30,2,VIC,tensorflow,ICVul,CVE-2022-29203
1df79cb3bae754e4a42240f9851ed82549a44f1a,2,0,0,2,1,VIC,linux,ICVul,CVE-2023-23000
6e25c7a7f91c3fd7836ad6ec544b8e19c8df5e5a,17,30,60,107,22,VIC,gpac,ICVul,CVE-2021-32134
aecd0ada163a4d6c769cec178955d5f3e9316f2f,10,1,1,12,3,VFC,ImageMagick,ICVul,CVE-2016-5688
c4e7f9022e506c6635a5037713c37118e23193e4,75,0,0,75,1,VFC,linux,ICVul,CVE-2011-4347
5af10dfd0afc559bb4b0f7e3e8227a1578333995,0,0,1,1,1,VFC,linux,ICVul,CVE-2017-15127
f3a77378b4c056e76691c5eba350a022c11e00d4,665,0,0,665,3,VIC,tensorflow,ICVul,CVE-2021-29533
cd3dbc194d6784624f21acbc622a75c92378ba5a,20,23,9,52,1,VIC,linux,ICVul,CVE-2011-1768
d4d208595c78d78196c926c55799bc81ae06f230,220,136,0,356,3,VIC,redis,ICVul,CVE-2022-3647
9f6ed2ca257fa8650b876377833e6f14e272848b,40,0,1,41,4,VIC,linux,ICVul,CVE-2017-2647
0e033e04c2678dbbe74a46b23fffb7bb918c288e,0,0,1,1,1,VFC,linux,ICVul,CVE-2013-4563
b750a647503afb7d073e449f5ca3642520871733,238,37,69,344,5,VIC,tensorflow,ICVul,CVE-2021-41205
eb9d8d8cd4ef3b1b6e1a14954c5b16438c27abf9,270,3,11,284,7,VIC,openssl,ICVul,CVE-2015-1792
da5ff2daf618591f64b2b62d9d9803951b945e9f,3,0,0,3,1,VFC,tensorflow,ICVul,CVE-2021-29554
66f7403245c923c192019ef0219f67b9928b39da,1083,740,289,2112,66,VIC,radare2,ICVul,CVE-2022-0695
17f11b056210f082a6d0e54ac5d68e6d72fa76b2,31,10,405,446,74,VIC,ImageMagick,ICVul,CVE-2016-7514
2ee663f39dc8dac3d9988e847db19b2d7e3ac8c6,3,1,10,14,1,VFC,FreeRDP,ICVul,CVE-2018-8789
54a20552e1eae07aa240fa370a0293e006b5faed,12,0,1,13,3,VFC,linux,ICVul,CVE-2015-5307
87f0df622813793b298605b5adefeca6cb1f8453,23,0,3,26,3,VIC,src,ICVul,CVE-2016-10012
e5ab06f90c2e978eb74a7d3447008dda188792a6,420,33,36,489,21,VIC,envoy,ICVul,CVE-2022-21656
afcd94a63b46ae0f3d5e249c2a696ffe3234916d,74,3,17,94,2,VIC,tensorflow,ICVul,CVE-2022-23560
1c1271850494f06b63ae6b485e2e1b9c27ffb2d1,0,0,1,1,1,VIC,linux,ICVul,CVE-2019-11599
dd83c161fbcc5d8be637ab159c0de015cbff5ba4,4,0,0,4,1,VFC,linux,ICVul,CVE-2018-10087
189ff16722ee36ced4d2a2469d4ab65a8fee4198,3,4,1,8,1,VFC,linux,ICVul,CVE-2023-51781
8d0207652cbe27d1f962050737848e5ad4671958,142,42,14,198,16,VFC,linux,ICVul,CVE-2014-7822
429f009d2b2c09028647dd4bb7b3f6f414bbaad7,18,0,1,19,1,VFC,tensorflow,ICVul,CVE-2021-37662
0c3d3f65531d4c9f8267118441fbd2bad9c85147,104,60,132,296,31,VIC,squid,ICVul,CVE-2023-46728
886ccd4520064408ce5876cfe00554ce52ecf4a7,1,0,3,4,1,VIC,linux,ICVul,CVE-2016-4482
c4baad50297d84bde1a7ad45e50c73adae4a2192,8,0,2,10,1,VFC,linux,ICVul,CVE-2017-8067
c84604c32f4e015665dc50d768f972e2d0ce7cd0,225,34,17,276,9,VIC,envoy,ICVul,CVE-2019-15226
5bde4d181793be84351bc21c256d8c71cfcd313a,46,0,0,46,1,VIC,linux,ICVul,CVE-2012-1097
af5fcebb37c8b5d71c237f4e59c6477015c78ce6,21,0,0,21,1,VFC,tensorflow,ICVul,CVE-2021-41221
f0be44f4fb1faee42635ca5ea06dc9c3e820a35d,287,0,0,287,2,VIC,linux,ICVul,CVE-2013-7421
81bfff2759854654bf07e452bf3b9b329f3c55e5,0,0,479,479,145,VIC,ImageMagick,ICVul,CVE-2019-13307
5def20397a7376df8e0c7fc338c2c30791deb907,24,10,48,82,4,VIC,ImageMagick,ICVul,CVE-2016-7528
896b61452c99b01cbcd7215d3732804431c93796,10,0,2,12,1,VIC,suricata,ICVul,CVE-2024-23836
